order_id,order_date,product_id,market_id,customer_id,quantity_units,fob_price_usd_per_unit,discount_pct,net_fob_price_usd,total_fob_value_usd,exchange_rate_on_date,total_fob_value_inr,cogs_inr_per_unit,total_cogs_inr,gross_profit_inr,gross_margin_pct,payment_terms_days,payment_due_date,payment_received_date,payment_delay_days,payment_status,order_channel,order_status,incoterm,fiscal_year,quarter,month_num,month_name,week_num,is_repeat_order,days_since_last_order
6150,06-03-2024,P007,M04,C0009,50,12,0,12,600,61.8,37080,201.6,10080,27000,72.82,30,05-04-2024,15-04-2024,10,Paid Late,Amazon,Delivered,DDP,2024,Q1,3,March,10,Y,2
6151,11-06-2022,P027,M03,C0220,142,35,2,34.3,4870.6,105.2,512387.12,694.4,98604.8,413782.32,80.76,45,26-07-2022,04-08-2022,9,Paid Late,Noon,Delivered,CIF,2022,Q2,6,June,23,N,34
6152,07-01-2023,P025,M05,C0196,128,30,3,29.1,3724.8,54.3,202256.64,582.4,74547.2,127709.44,63.14,45,21-02-2023,30-03-2023,37,Overdue,Direct B2B,Delivered,FOB,2023,Q1,1,January,1,N,57
6153,12-11-2024,P023,M09,C0154,73,27,2,26.46,1931.58,22.3,43074.23,537.6,39244.8,3829.43,8.89,60,11-01-2025,19-02-2025,39,Pending,Wayfair,Delivered,CIF,2024,Q4,11,November,46,N,51
6154,20-07-2023,P024,M07,C0131,50,32,10,28.8,1440,89.7,129168,627.2,31360,97808,75.72,45,03-09-2023,23-09-2023,20,Overdue,Amazon,Delivered,FOB,2023,Q3,7,July,29,Y,23
6155,04-12-2024,P030,M14,C0052,271,15,0,15,4065,0.56,2276.4,291.2,78915.2,-76638.8,0,30,03-01-2025,08-01-2025,5,Paid Late,Distributor,Delivered,DDP,2024,Q4,12,December,49,N,69
6156,12-04-2022,P009,M12,C0251,143,19,5,18.05,2581.15,18.8,48525.62,380.8,54454.4,-5928.78,0,45,27-05-2022,31-05-2022,4,Paid Late,Distributor,Delivered,FOB,2022,Q2,4,April,15,N,166
6157,20-06-2023,P035,M13,C0069,571,17,0,17,9707,4.5,43681.5,336,191856,-148174.5,0,30,20-07-2023,12-08-2023,23,Overdue,Direct B2B,Delivered,CIF,2023,Q2,6,June,25,Y,136
6158,09-03-2022,P024,M12,C0031,120,32,0,32,3840,18.8,72192,627.2,75264,-3072,0,30,08-04-2022,02-05-2022,24,Overdue,Wayfair,Shipped,CIF,2022,Q1,3,March,10,Y,91
6159,01-12-2023,P028,M02,C0280,104,24,0,24,2496,22.7,56659.2,470.4,48921.6,7737.6,13.66,15,16-12-2023,23-01-2024,38,Overdue,Wayfair,Delivered,FOB,2023,Q4,12,December,48,N,33
6160,30-03-2022,P023,M02,C0298,132,27,2,26.46,3492.72,22.7,79284.74,537.6,70963.2,8321.54,10.5,30,29-04-2022,12-05-2022,13,Paid Late,Distributor,Returned,FOB,2022,Q1,3,March,13,Y,148
6161,27-07-2022,P005,M09,C0007,283,26,2,25.48,7210.84,22.3,160801.73,537.6,152140.8,8660.93,5.39,30,26-08-2022,01-10-2022,36,Overdue,Distributor,Delivered,CIF,2022,Q3,7,July,30,N,143
6162,26-10-2022,P009,M06,C0049,97,19,7,17.67,1713.99,61.2,104896.19,380.8,36937.6,67958.59,64.79,45,10-12-2022,28-12-2022,18,Overdue,Noon,Processing,FOB,2022,Q4,10,October,43,N,52
6163,03-04-2024,P004,M05,C0208,77,18,10,16.2,1247.4,54.3,67733.82,358.4,27596.8,40137.02,59.26,30,03-05-2024,10-06-2024,38,Overdue,Trade Fair,Delivered,FOB,2024,Q2,4,April,14,N,148
6164,13-07-2022,P032,M04,C0088,71,33,0,33,2343,61.8,144797.4,649.6,46121.6,98675.8,68.15,15,28-07-2022,23-08-2022,26,Overdue,Amazon,Delivered,CIF,2022,Q3,7,July,28,Y,63
6165,01-08-2024,P021,M05,C0172,50,18,0,18,900,54.3,48870,358.4,17920,30950,63.33,30,31-08-2024,31-08-2024,0,Paid On Time,Direct B2B,Delivered,FOB,2024,Q3,8,August,31,N,139
6166,05-06-2022,P010,M06,C0070,83,38,2,37.24,3090.92,61.2,189164.3,761.6,63212.8,125951.5,66.58,30,05-07-2022,28-07-2022,23,Overdue,Etsy,Shipped,FOB,2022,Q2,6,June,22,Y,8
6167,04-02-2022,P007,M03,C0296,120,12,7,11.16,1339.2,105.2,140883.84,201.6,24192,116691.84,82.83,45,21-03-2022,17-03-2022,-4,Paid On Time,Direct B2B,Cancelled,CIF,2022,Q1,2,February,5,Y,35
6168,08-03-2023,P002,M03,C0219,50,20,5,19,950,105.2,99940,425.6,21280,78660,78.71,30,07-04-2023,18-04-2023,11,Paid Late,Trade Fair,Delivered,DDP,2023,Q1,3,March,10,Y,85
6169,14-12-2024,P025,M03,C0032,149,30,10,27,4023,105.2,423219.6,582.4,86777.6,336442,79.5,30,13-01-2025,03-02-2025,21,Pending,Direct B2B,Delivered,FOB,2024,Q4,12,December,50,Y,52
6170,09-05-2022,P023,M02,C0064,78,27,0,27,2106,22.7,47806.2,537.6,41932.8,5873.4,12.29,30,08-06-2022,07-06-2022,-1,Paid On Time,Direct B2B,Delivered,FOB,2022,Q2,5,May,19,N,19
6171,29-04-2022,P011,M12,C0214,214,48,2,47.04,10066.56,18.8,189251.33,1030.4,220505.6,-31254.27,0,45,13-06-2022,09-06-2022,-4,Paid On Time,Direct B2B,Delivered,CIF,2022,Q2,4,April,17,Y,58
6172,06-04-2024,P015,M05,C0139,128,17,5,16.15,2067.2,54.3,112248.96,324.8,41574.4,70674.56,62.96,45,21-05-2024,26-06-2024,36,Overdue,Wayfair,Delivered,CIF,2024,Q2,4,April,14,Y,21
6173,14-12-2022,P010,M06,C0178,140,38,0,38,5320,61.2,325584,761.6,106624,218960,67.25,60,12-02-2023,10-02-2023,-2,Paid On Time,Etsy,Delivered,FOB,2022,Q4,12,December,50,Y,18
6174,23-02-2024,P038,M02,C0206,211,25,0,25,5275,22.7,119742.5,492.8,103980.8,15761.7,13.16,60,23-04-2024,26-04-2024,3,Paid Late,Wayfair,Delivered,FOB,2024,Q1,2,February,8,Y,61
6175,24-08-2022,P011,M01,C0198,222,48,0,48,10656,83.5,889776,1030.4,228748.8,661027.2,74.29,30,23-09-2022,30-09-2022,7,Paid Late,Etsy,Returned,DDP,2022,Q3,8,August,34,Y,75
6176,30-05-2023,P030,M12,C0026,64,15,3,14.55,931.2,18.8,17506.56,291.2,18636.8,-1130.24,0,30,29-06-2023,05-08-2023,37,Overdue,Distributor,Delivered,DDP,2023,Q2,5,May,22,Y,141
6177,02-11-2022,P036,M05,C0266,50,22,3,21.34,1067,54.3,57938.1,425.6,21280,36658.1,63.27,30,02-12-2022,23-12-2022,21,Overdue,Etsy,Delivered,FOB,2022,Q4,11,November,44,Y,8
6178,20-05-2023,P024,M01,C0237,325,32,0,32,10400,83.5,868400,627.2,203840,664560,76.53,90,18-08-2023,15-08-2023,-3,Paid On Time,Amazon,Delivered,DDP,2023,Q2,5,May,20,N,103
6179,29-04-2024,P039,M19,C0192,62,46,3,44.62,2766.44,89.7,248149.67,918.4,56940.8,191208.87,77.05,45,13-06-2024,17-07-2024,34,Overdue,Distributor,Delivered,FOB,2024,Q2,4,April,18,N,137
6180,20-04-2024,P040,M09,C0204,62,68,3,65.96,4089.52,22.3,91196.3,1344,83328,7868.3,8.63,60,19-06-2024,15-07-2024,26,Overdue,Etsy,Processing,FOB,2024,Q2,4,April,16,Y,8
6181,04-08-2023,P011,M15,C0251,84,48,5,45.6,3830.4,89.7,343586.88,1030.4,86553.6,257033.28,74.81,45,18-09-2023,04-10-2023,16,Overdue,Distributor,Delivered,FOB,2023,Q3,8,August,31,N,25
6182,29-10-2024,P035,M10,C0002,50,17,0,17,850,89.7,76245,336,16800,59445,77.97,60,28-12-2024,28-01-2025,31,Pending,Etsy,Delivered,CIF,2024,Q4,10,October,44,Y,92
6183,01-11-2022,P017,M13,C0204,82,16,12,14.08,1154.56,4.5,5195.52,291.2,23878.4,-18682.88,0,60,31-12-2022,03-01-2023,3,Paid Late,Wayfair,Delivered,FOB,2022,Q4,11,November,44,N,148
6184,07-10-2022,P039,M02,C0060,194,46,5,43.7,8477.8,22.7,192446.06,918.4,178169.6,14276.46,7.42,15,22-10-2022,20-10-2022,-2,Paid On Time,Direct B2B,Processing,CIF,2022,Q4,10,October,40,N,77
6185,16-11-2023,P018,M06,C0045,213,13,0,13,2769,61.2,169462.8,218.4,46519.2,122943.6,72.55,45,31-12-2023,18-01-2024,18,Overdue,Etsy,Shipped,CIF,2023,Q4,11,November,46,N,133
6186,23-11-2023,P029,M01,C0036,53,22,5,20.9,1107.7,83.5,92492.95,425.6,22556.8,69936.15,75.61,60,22-01-2024,12-02-2024,21,Overdue,Direct B2B,Delivered,FOB,2023,Q4,11,November,47,Y,5
6187,17-02-2022,P019,M01,C0194,277,25,5,23.75,6578.75,83.5,549325.62,492.8,136505.6,412820.02,75.15,45,03-04-2022,09-05-2022,36,Overdue,Distributor,Delivered,CIF,2022,Q1,2,February,7,Y,2
6188,11-11-2023,P037,M11,C0280,50,12,0,12,600,50.2,30120,201.6,10080,20040,66.53,15,26-11-2023,24-11-2023,-2,Paid On Time,Amazon,Delivered,CIF,2023,Q4,11,November,45,N,106
6189,11-02-2023,P028,M03,C0133,123,24,3,23.28,2863.44,105.2,301233.89,470.4,57859.2,243374.69,80.79,30,13-03-2023,17-03-2023,4,Paid Late,Etsy,Processing,CIF,2023,Q1,2,February,6,Y,9
6190,01-04-2024,P037,M07,C0051,164,12,5,11.4,1869.6,89.7,167703.12,201.6,33062.4,134640.72,80.29,45,16-05-2024,18-05-2024,2,Paid Late,Etsy,Delivered,DDP,2024,Q2,4,April,14,N,148
6191,16-06-2024,P007,M01,C0294,124,12,12,10.56,1309.44,83.5,109338.24,201.6,24998.4,84339.84,77.14,30,16-07-2024,30-07-2024,14,Paid Late,Wayfair,Delivered,FOB,2024,Q2,6,June,24,Y,95
6192,14-09-2023,P025,M10,C0283,65,30,2,29.4,1911,89.7,171416.7,582.4,37856,133560.7,77.92,45,29-10-2023,29-10-2023,0,Paid On Time,Amazon,Delivered,FOB,2023,Q3,9,September,37,Y,128
6193,02-01-2022,P028,M01,C0225,128,24,10,21.6,2764.8,83.5,230860.8,470.4,60211.2,170649.6,73.92,30,01-02-2022,02-02-2022,1,Paid Late,Distributor,Delivered,DDP,2022,Q1,1,January,52,N,113
6194,06-12-2023,P006,M02,C0128,133,16,0,16,2128,22.7,48305.6,291.2,38729.6,9576,19.82,15,21-12-2023,20-12-2023,-1,Paid On Time,Distributor,Shipped,FOB,2023,Q4,12,December,49,Y,179
6195,03-04-2024,P031,M03,C0217,152,21,0,21,3192,105.2,335798.4,403.2,61286.4,274512,81.75,90,02-07-2024,09-07-2024,7,Paid Late,Etsy,Delivered,FOB,2024,Q2,4,April,14,N,91
6196,16-10-2022,P034,M01,C0269,81,18,3,17.46,1414.26,83.5,118090.71,358.4,29030.4,89060.31,75.42,60,15-12-2022,15-12-2022,0,Paid On Time,Amazon,Delivered,FOB,2022,Q4,10,October,41,Y,156
6197,05-06-2023,P014,M08,C0156,73,24,7,22.32,1629.36,89.7,146153.59,470.4,34339.2,111814.39,76.5,45,20-07-2023,21-07-2023,1,Paid Late,Wayfair,Delivered,DDP,2023,Q2,6,June,23,Y,112
6198,02-12-2024,P016,M02,C0240,57,16,5,15.2,866.4,22.7,19667.28,291.2,16598.4,3068.88,15.6,60,31-01-2025,24-02-2025,24,Pending,Distributor,Delivered,FOB,2024,Q4,12,December,49,N,137
6199,02-12-2022,P003,M19,C0154,50,23,0,23,1150,89.7,103155,470.4,23520,79635,77.2,60,31-01-2023,19-02-2023,19,Overdue,Trade Fair,Cancelled,CIF,2022,Q4,12,December,48,Y,123
6200,19-09-2022,P024,M03,C0261,94,32,2,31.36,2947.84,105.2,310112.77,627.2,58956.8,251155.97,80.99,30,19-10-2022,25-11-2022,37,Overdue,Amazon,Delivered,FOB,2022,Q3,9,September,38,Y,11
6201,05-09-2022,P003,M01,C0220,158,23,0,23,3634,83.5,303439,470.4,74323.2,229115.8,75.51,45,20-10-2022,06-11-2022,17,Overdue,Direct B2B,Cancelled,CIF,2022,Q3,9,September,36,Y,119
6202,21-09-2023,P023,M02,C0049,50,27,0,27,1350,22.7,30645,537.6,26880,3765,12.29,45,05-11-2023,13-11-2023,8,Paid Late,Amazon,Processing,DDP,2023,Q3,9,September,38,N,170
6203,18-11-2024,P010,M20,C0085,134,38,0,38,5092,89.7,456752.4,761.6,102054.4,354698,77.66,60,17-01-2025,25-02-2025,39,Pending,Wayfair,Delivered,FOB,2024,Q4,11,November,47,Y,41
6204,11-11-2023,P008,M01,C0248,179,14,7,13.02,2330.58,83.5,194603.43,246.4,44105.6,150497.83,77.34,45,26-12-2023,25-01-2024,30,Overdue,Amazon,Delivered,CIF,2023,Q4,11,November,45,Y,18
6205,06-12-2022,P030,M01,C0002,50,15,5,14.25,712.5,83.5,59493.75,291.2,14560,44933.75,75.53,60,04-02-2023,09-02-2023,5,Paid Late,Etsy,Delivered,FOB,2022,Q4,12,December,49,N,173
6206,08-12-2023,P032,M18,C0162,50,33,10,29.7,1485,7.8,11583,649.6,32480,-20897,0,45,22-01-2024,23-01-2024,1,Paid Late,Amazon,Delivered,FOB,2023,Q4,12,December,49,Y,155
6207,26-11-2023,P022,M07,C0045,63,16,10,14.4,907.2,89.7,81375.84,313.6,19756.8,61619.04,75.72,45,10-01-2024,24-01-2024,14,Paid Late,Direct B2B,Delivered,CIF,2023,Q4,11,November,47,Y,176
6208,01-11-2023,P005,M02,C0076,214,26,0,26,5564,22.7,126302.8,537.6,115046.4,11256.4,8.91,15,16-11-2023,22-11-2023,6,Paid Late,Etsy,Cancelled,FOB,2023,Q4,11,November,44,N,69
6209,08-07-2022,P011,M09,C0131,72,48,0,48,3456,22.3,77068.8,1030.4,74188.8,2880,3.74,45,22-08-2022,19-08-2022,-3,Paid On Time,Direct B2B,Delivered,CIF,2022,Q3,7,July,27,Y,154
6210,05-12-2023,P004,M01,C0003,80,18,0,18,1440,83.5,120240,358.4,28672,91568,76.15,45,19-01-2024,18-01-2024,-1,Paid On Time,Amazon,Processing,FOB,2023,Q4,12,December,49,Y,114
6211,23-04-2023,P032,M02,C0067,146,33,5,31.35,4577.1,22.7,103900.17,649.6,94841.6,9058.57,8.72,60,22-06-2023,19-06-2023,-3,Paid On Time,Amazon,Delivered,CIF,2023,Q2,4,April,16,Y,109
6212,18-01-2022,P028,M01,C0067,154,24,10,21.6,3326.4,83.5,277754.4,470.4,72441.6,205312.8,73.92,60,19-03-2022,30-03-2022,11,Paid Late,Etsy,Delivered,FOB,2022,Q1,1,January,3,Y,58
6213,01-09-2023,P036,M01,C0033,224,22,7,20.46,4583.04,83.5,382683.84,425.6,95334.4,287349.44,75.09,60,31-10-2023,18-11-2023,18,Overdue,Direct B2B,Delivered,FOB,2023,Q3,9,September,35,N,8
6214,22-12-2024,P020,M01,C0248,50,22,0,22,1100,83.5,91850,425.6,21280,70570,76.83,45,05-02-2025,18-02-2025,13,Paid Late,Wayfair,Delivered,CIF,2024,Q4,12,December,51,Y,25
6215,16-01-2023,P025,M01,C0022,177,30,7,27.9,4938.3,83.5,412348.05,582.4,103084.8,309263.25,75,30,15-02-2023,18-02-2023,3,Paid Late,Trade Fair,Delivered,FOB,2023,Q1,1,January,3,Y,34
6216,02-12-2024,P009,M10,C0128,242,19,12,16.72,4046.24,89.7,362947.73,380.8,92153.6,270794.13,74.61,15,17-12-2024,23-01-2025,37,Pending,Etsy,Delivered,FOB,2024,Q4,12,December,49,N,105
6217,22-04-2022,P003,M01,C0161,71,23,5,21.85,1551.35,83.5,129537.72,470.4,33398.4,96139.32,74.22,60,21-06-2022,22-07-2022,31,Overdue,Etsy,Shipped,FOB,2022,Q2,4,April,16,N,37
6218,13-03-2024,P028,M04,C0113,50,24,10,21.6,1080,61.8,66744,470.4,23520,43224,64.76,60,12-05-2024,12-05-2024,0,Paid On Time,Noon,Delivered,FOB,2024,Q1,3,March,11,Y,16
6219,14-05-2022,P008,M07,C0170,95,14,0,14,1330,89.7,119301,246.4,23408,95893,80.38,30,13-06-2022,07-07-2022,24,Overdue,Amazon,Processing,FOB,2022,Q2,5,May,19,Y,80
6220,09-11-2022,P002,M01,C0191,103,20,5,19,1957,83.5,163409.5,425.6,43836.8,119572.7,73.17,15,24-11-2022,22-11-2022,-2,Paid On Time,Etsy,Delivered,CIF,2022,Q4,11,November,45,N,122
6221,04-10-2023,P030,M04,C0128,330,15,5,14.25,4702.5,61.8,290614.5,291.2,96096,194518.5,66.93,15,19-10-2023,20-10-2023,1,Paid Late,Direct B2B,Delivered,FOB,2023,Q4,10,October,40,N,39
6222,27-10-2023,P004,M01,C0016,63,18,0,18,1134,83.5,94689,358.4,22579.2,72109.8,76.15,90,25-01-2024,11-02-2024,17,Overdue,Amazon,Processing,CIF,2023,Q4,10,October,43,Y,117
6223,07-05-2024,P028,M03,C0048,50,24,0,24,1200,105.2,126240,470.4,23520,102720,81.37,45,21-06-2024,24-06-2024,3,Paid Late,Etsy,Delivered,FOB,2024,Q2,5,May,19,Y,179
6224,17-11-2023,P015,M09,C0163,50,17,12,14.96,748,22.3,16680.4,324.8,16240,440.4,2.64,15,02-12-2023,17-12-2023,15,Paid Late,Direct B2B,Processing,FOB,2023,Q4,11,November,46,Y,143
6225,28-10-2023,P015,M04,C0233,96,17,12,14.96,1436.16,61.8,88754.69,324.8,31180.8,57573.89,64.87,60,27-12-2023,05-01-2024,9,Paid Late,Etsy,Shipped,DDP,2023,Q4,10,October,43,N,61
6226,12-10-2024,P027,M03,C0251,78,35,5,33.25,2593.5,105.2,272836.2,694.4,54163.2,218673,80.15,45,26-11-2024,14-12-2024,18,Overdue,Etsy,Delivered,FOB,2024,Q4,10,October,41,Y,160
6227,20-05-2023,P031,M01,C0105,267,21,2,20.58,5494.86,83.5,458820.81,403.2,107654.4,351166.41,76.54,45,04-07-2023,31-07-2023,27,Overdue,Wayfair,Delivered,CIF,2023,Q2,5,May,20,N,123
6228,21-09-2022,P038,M06,C0114,50,25,5,23.75,1187.5,61.2,72675,492.8,24640,48035,66.1,60,20-11-2022,07-12-2022,17,Overdue,Direct B2B,Processing,FOB,2022,Q3,9,September,38,Y,176
6229,11-07-2022,P008,M02,C0137,74,14,5,13.3,984.2,22.7,22341.34,246.4,18233.6,4107.74,18.39,45,25-08-2022,27-08-2022,2,Paid Late,Etsy,Delivered,FOB,2022,Q3,7,July,28,Y,148
6230,15-03-2023,P013,M01,C0135,123,20,0,20,2460,83.5,205410,403.2,49593.6,155816.4,75.86,60,14-05-2023,09-05-2023,-5,Paid On Time,Distributor,Delivered,CIF,2023,Q1,3,March,11,Y,101
6231,18-02-2024,P008,M05,C0298,321,14,0,14,4494,54.3,244024.2,246.4,79094.4,164929.8,67.59,30,19-03-2024,21-04-2024,33,Overdue,Direct B2B,Delivered,FOB,2024,Q1,2,February,7,N,75
6232,13-02-2022,P023,M08,C0225,115,27,0,27,3105,89.7,278518.5,537.6,61824,216694.5,77.8,30,15-03-2022,11-04-2022,27,Overdue,Direct B2B,Delivered,FOB,2022,Q1,2,February,6,Y,66
6233,02-06-2022,P011,M02,C0038,119,48,0,48,5712,22.7,129662.4,1030.4,122617.6,7044.8,5.43,45,17-07-2022,18-07-2022,1,Paid Late,Wayfair,Returned,DDP,2022,Q2,6,June,22,Y,172
6234,04-05-2022,P037,M02,C0249,50,12,2,11.76,588,22.7,13347.6,201.6,10080,3267.6,24.48,30,03-06-2022,19-06-2022,16,Overdue,Direct B2B,Delivered,CIF,2022,Q2,5,May,18,Y,135
6235,19-10-2023,P012,M08,C0266,52,22,0,22,1144,89.7,102616.8,425.6,22131.2,80485.6,78.43,30,18-11-2023,13-12-2023,25,Overdue,Amazon,Delivered,FOB,2023,Q4,10,October,42,N,97
6236,10-10-2022,P003,M12,C0116,62,23,7,21.39,1326.18,18.8,24932.18,470.4,29164.8,-4232.62,0,90,08-01-2023,09-02-2023,32,Overdue,Wayfair,Delivered,CIF,2022,Q4,10,October,41,Y,126
6237,16-07-2022,P007,M04,C0083,110,12,0,12,1320,61.8,81576,201.6,22176,59400,72.82,30,15-08-2022,18-09-2022,34,Overdue,Etsy,Delivered,FOB,2022,Q3,7,July,28,Y,113
6238,27-10-2023,P015,M01,C0283,99,17,3,16.49,1632.51,83.5,136314.58,324.8,32155.2,104159.38,76.41,45,11-12-2023,26-12-2023,15,Paid Late,Wayfair,Delivered,CIF,2023,Q4,10,October,43,N,125
6239,19-04-2024,P013,M03,C0130,57,20,0,20,1140,105.2,119928,403.2,22982.4,96945.6,80.84,30,19-05-2024,01-06-2024,13,Paid Late,Direct B2B,Delivered,FOB,2024,Q2,4,April,16,N,64
6240,31-12-2022,P019,M01,C0171,202,25,7,23.25,4696.5,83.5,392157.75,492.8,99545.6,292612.15,74.62,30,30-01-2023,07-03-2023,36,Overdue,Trade Fair,Delivered,CIF,2022,Q4,12,December,52,Y,156
6241,12-10-2023,P024,M02,C0149,123,32,10,28.8,3542.4,22.7,80412.48,627.2,77145.6,3266.88,4.06,30,11-11-2023,30-11-2023,19,Overdue,Direct B2B,Delivered,FOB,2023,Q4,10,October,41,Y,19
6242,24-04-2022,P030,M11,C0291,69,15,2,14.7,1014.3,50.2,50917.86,291.2,20092.8,30825.06,60.54,45,08-06-2022,12-07-2022,34,Overdue,Direct B2B,Delivered,FOB,2022,Q2,4,April,16,N,2
6243,05-11-2024,P015,M01,C0293,54,17,7,15.81,853.74,83.5,71287.29,324.8,17539.2,53748.09,75.4,45,20-12-2024,18-12-2024,-2,Paid On Time,Wayfair,Delivered,FOB,2024,Q4,11,November,45,N,173
6244,04-01-2023,P033,M09,C0243,253,24,0,24,6072,22.3,135405.6,470.4,119011.2,16394.4,12.11,60,05-03-2023,15-03-2023,10,Paid Late,Direct B2B,Delivered,FOB,2023,Q1,1,January,1,Y,120
6245,29-12-2024,P037,M08,C0047,50,12,3,11.64,582,89.7,52205.4,201.6,10080,42125.4,80.69,60,27-02-2025,26-02-2025,-1,Paid On Time,Distributor,Returned,CIF,2024,Q4,12,December,52,N,106
6246,13-12-2024,P005,M04,C0041,50,26,5,24.7,1235,61.8,76323,537.6,26880,49443,64.78,60,11-02-2025,07-03-2025,24,Pending,Direct B2B,Shipped,CIF,2024,Q4,12,December,50,N,30
6247,11-05-2024,P006,M17,C0029,96,16,5,15.2,1459.2,271.5,396172.8,291.2,27955.2,368217.6,92,30,10-06-2024,24-06-2024,14,Paid Late,Noon,Delivered,CIF,2024,Q2,5,May,19,Y,137
6248,20-01-2022,P001,M07,C0174,156,15,0,15,2340,89.7,209898,313.6,48921.6,160976.4,76.69,90,20-04-2022,29-04-2022,9,Paid Late,Distributor,Delivered,FOB,2022,Q1,1,January,3,N,24
6249,05-09-2023,P017,M11,C0086,87,16,0,16,1392,50.2,69878.4,291.2,25334.4,44544,63.75,45,20-10-2023,16-10-2023,-4,Paid On Time,Direct B2B,Delivered,DDP,2023,Q3,9,September,36,Y,103
6250,09-04-2022,P013,M02,C0192,386,20,7,18.6,7179.6,22.7,162976.92,403.2,155635.2,7341.72,4.5,45,24-05-2022,02-06-2022,9,Paid Late,Amazon,Delivered,FOB,2022,Q2,4,April,14,N,66
6251,24-09-2024,P029,M02,C0209,50,22,7,20.46,1023,22.7,23222.1,425.6,21280,1942.1,8.36,30,24-10-2024,27-10-2024,3,Paid Late,Wayfair,Processing,CIF,2024,Q3,9,September,39,Y,134
6252,25-05-2024,P040,M10,C0124,80,68,2,66.64,5331.2,89.7,478208.64,1344,107520,370688.64,77.52,30,24-06-2024,30-07-2024,36,Overdue,Distributor,Shipped,FOB,2024,Q2,5,May,21,Y,72
6253,08-12-2024,P020,M12,C0211,50,22,3,21.34,1067,18.8,20059.6,425.6,21280,-1220.4,0,30,07-01-2025,06-02-2025,30,Pending,Wayfair,Processing,DDP,2024,Q4,12,December,49,Y,45
6254,11-11-2023,P038,M02,C0183,152,25,0,25,3800,22.7,86260,492.8,74905.6,11354.4,13.16,15,26-11-2023,21-12-2023,25,Overdue,Etsy,Delivered,FOB,2023,Q4,11,November,45,Y,103
6255,12-08-2023,P027,M15,C0263,50,35,3,33.95,1697.5,89.7,152265.75,694.4,34720,117545.75,77.2,30,11-09-2023,27-09-2023,16,Overdue,Amazon,Delivered,CIF,2023,Q3,8,August,32,Y,13
6256,08-08-2023,P025,M11,C0066,50,30,3,29.1,1455,50.2,73041,582.4,29120,43921,60.13,30,07-09-2023,01-10-2023,24,Overdue,Wayfair,Returned,FOB,2023,Q3,8,August,32,N,68
6257,26-02-2023,P039,M12,C0197,54,46,10,41.4,2235.6,18.8,42029.28,918.4,49593.6,-7564.32,0,60,27-04-2023,07-05-2023,10,Paid Late,Etsy,Delivered,FOB,2023,Q1,2,February,8,Y,29
6258,10-06-2023,P039,M01,C0092,67,46,0,46,3082,83.5,257347,918.4,61532.8,195814.2,76.09,90,08-09-2023,27-09-2023,19,Overdue,Direct B2B,Cancelled,CIF,2023,Q2,6,June,23,Y,143
6259,05-12-2023,P034,M02,C0164,87,18,7,16.74,1456.38,22.7,33059.83,358.4,31180.8,1879.03,5.68,60,03-02-2024,10-02-2024,7,Paid Late,Direct B2B,Delivered,FOB,2023,Q4,12,December,49,Y,134
6260,03-11-2024,P002,M01,C0248,83,20,7,18.6,1543.8,83.5,128907.3,425.6,35324.8,93582.5,72.6,45,18-12-2024,16-12-2024,-2,Paid On Time,Amazon,Shipped,FOB,2024,Q4,11,November,44,Y,66
6261,31-10-2023,P011,M17,C0092,115,48,0,48,5520,271.5,1498680,1030.4,118496,1380184,92,90,29-01-2024,27-01-2024,-2,Paid On Time,Amazon,Delivered,FOB,2023,Q4,10,October,44,N,84
6262,13-08-2024,P012,M02,C0211,98,22,10,19.8,1940.4,22.7,44047.08,425.6,41708.8,2338.28,5.31,30,12-09-2024,27-09-2024,15,Paid Late,Etsy,Cancelled,FOB,2024,Q3,8,August,33,N,39
6263,19-08-2024,P010,M17,C0141,60,38,3,36.86,2211.6,271.5,600449.4,761.6,45696,554753.4,92,45,03-10-2024,30-10-2024,27,Overdue,Direct B2B,Delivered,FOB,2024,Q3,8,August,34,N,66
6264,08-08-2023,P024,M07,C0058,50,32,7,29.76,1488,89.7,133473.6,627.2,31360,102113.6,76.5,45,22-09-2023,29-10-2023,37,Overdue,Direct B2B,Delivered,FOB,2023,Q3,8,August,32,Y,58
6265,14-01-2023,P005,M10,C0253,69,26,2,25.48,1758.12,89.7,157703.36,537.6,37094.4,120608.96,76.48,30,13-02-2023,18-02-2023,5,Paid Late,Amazon,Delivered,DDP,2023,Q1,1,January,2,Y,77
6266,09-12-2023,P016,M06,C0263,142,16,5,15.2,2158.4,61.2,132094.08,291.2,41350.4,90743.68,68.7,30,08-01-2024,02-02-2024,25,Overdue,Direct B2B,Delivered,FOB,2023,Q4,12,December,49,Y,128
6267,13-05-2023,P012,M10,C0202,170,22,3,21.34,3627.8,89.7,325413.66,425.6,72352,253061.66,77.77,15,28-05-2023,26-06-2023,29,Overdue,Amazon,Delivered,FOB,2023,Q2,5,May,19,Y,33
6268,02-04-2022,P033,M18,C0200,135,24,5,22.8,3078,7.8,24008.4,470.4,63504,-39495.6,0,30,02-05-2022,15-05-2022,13,Paid Late,Amazon,Returned,FOB,2022,Q2,4,April,13,N,52
6269,15-02-2023,P001,M07,C0267,297,15,5,14.25,4232.25,89.7,379632.82,313.6,93139.2,286493.62,75.47,60,16-04-2023,17-04-2023,1,Paid Late,Etsy,Cancelled,FOB,2023,Q1,2,February,7,Y,89
