return_id,order_id,product_id,market_id,customer_id,return_date,return_quantity,return_reason,return_type,refund_amount_usd,return_shipping_cost_usd,net_loss_usd,processing_status,days_to_return,is_first_return,return_month,return_year
8764,210256,P036,M19,C0083,2022-07-07,8,Not As Described,Partial Return,154.88,7.16,162.04,Refund Processed,45,Y,7,2022
8765,162390,P007,M04,C0246,2024-10-11,6,Customs Rejected,Partial Return,72.0,3.84,75.84,Under Review,39,N,10,2024
8766,70042,P022,M11,C0008,2022-10-27,3,Damaged in Transit,Partial Return,47.04,3.9,50.94,Refund Processed,24,N,10,2022
8767,270303,P035,M01,C0019,2023-05-14,6,Quality Below Expectation,Full Return,98.94,8.92,107.86,Refund Denied,52,Y,5,2023
8768,330345,P012,M07,C0005,2022-10-14,6,Customer Changed Mind,Exchange,125.4,5.27,130.67,Pending Investigation,43,Y,10,2022
8769,347234,P022,M09,C0122,2022-11-24,24,Packaging Damaged,Full Return,364.8,31.15,395.95,Refund Processed,24,N,11,2022
8770,472034,P034,M11,C0280,2023-09-12,4,Damaged in Transit,Partial Return,72.0,5.54,77.54,Under Review,8,N,9,2023
8771,495132,P040,M06,C0236,2024-03-13,3,Wrong Product Shipped,Exchange,197.88,10.8,208.68,Refund Processed,52,N,3,2024
8772,394192,P017,M17,C0261,2023-03-02,37,Customs Rejected,Full Return,574.24,56.01,630.25,Refund Processed,42,Y,3,2023
8773,270667,P005,M04,C0185,2024-07-12,8,Damaged in Transit,Full Return,197.6,16.72,214.32,Refund Denied,42,Y,7,2024
8774,462983,P005,M06,C0001,2023-03-03,6,Quality Below Expectation,Full Return,156.0,7.05,163.05,Refund Processed,41,Y,3,2023
8775,386508,P036,M10,C0271,2023-05-17,15,Wrong Product Shipped,Partial Return,313.5,14.0,327.5,Replacement Sent,35,N,5,2023
8776,396793,P017,M02,C0255,2024-10-18,7,Not As Described,Partial Return,109.76,10.82,120.58,Refund Processed,22,Y,10,2024
8777,23168,P035,M06,C0148,2022-04-01,4,Damaged in Transit,Full Return,64.6,4.62,69.22,Refund Processed,7,Y,4,2022
8778,84104,P006,M01,C0119,2024-07-09,6,Customer Changed Mind,Full Return,96.0,6.2,102.2,Refund Processed,33,Y,7,2024
8779,55358,P036,M03,C0167,2022-09-24,6,Wrong Product Shipped,Exchange,125.4,9.54,134.94,Pending Investigation,40,N,9,2022
8780,243946,P011,M05,C0185,2024-06-03,10,Customer Changed Mind,Partial Return,480.0,30.69,510.69,Refund Processed,44,Y,6,2024
8781,331129,P003,M08,C0117,2024-07-06,7,Wrong Product Shipped,Partial Return,157.78,12.43,170.21,Refund Processed,27,Y,7,2024
8782,190406,P015,M09,C0115,2022-08-06,5,Wrong Product Shipped,Exchange,80.75,3.59,84.34,Pending Investigation,46,Y,8,2022
8783,376825,P036,M13,C0110,2024-09-26,5,Customs Rejected,Partial Return,104.5,6.52,111.02,Under Review,38,Y,9,2024
8784,141633,P030,M01,C0102,2023-02-09,11,Damaged in Transit,Partial Return,161.7,8.23,169.93,Refund Processed,42,Y,2,2023
8785,171829,P012,M06,C0230,2022-10-25,17,Wrong Product Shipped,Full Return,355.3,16.75,372.05,Refund Processed,49,N,10,2022
8786,491968,P036,M06,C0195,2024-11-11,9,Quality Below Expectation,Partial Return,178.2,7.71,185.91,Under Review,44,N,11,2024
8787,24383,P008,M15,C0078,2024-01-26,10,Wrong Product Shipped,Full Return,133.0,5.47,138.47,Replacement Sent,24,Y,1,2024
8788,127731,P007,M07,C0156,2023-03-01,6,Customer Changed Mind,Full Return,72.0,6.09,78.09,Refund Processed,34,Y,3,2023
8789,59676,P015,M01,C0045,2023-10-27,5,Damaged in Transit,Full Return,85.0,4.4,89.4,Refund Processed,8,Y,10,2023
8790,390318,P010,M12,C0051,2024-10-10,4,Quality Below Expectation,Full Return,144.4,9.53,153.93,Under Review,24,Y,10,2024
8791,246577,P014,M02,C0076,2022-08-12,12,Customer Changed Mind,Partial Return,288.0,17.17,305.17,Refund Denied,29,Y,8,2022
8792,347676,P019,M02,C0052,2023-12-22,11,Damaged in Transit,Full Return,261.25,12.54,273.79,Refund Processed,22,Y,12,2023
8793,383823,P021,M06,C0216,2022-03-06,6,Damaged in Transit,Exchange,102.6,4.23,106.83,Replacement Sent,53,N,3,2022
8794,425440,P009,M03,C0139,2025-02-12,5,Damaged in Transit,Partial Return,95.0,8.34,103.34,Refund Processed,50,Y,2,2025
8795,230443,P034,M05,C0052,2024-03-09,20,Packaging Damaged,Full Return,342.0,17.17,359.17,Refund Processed,38,Y,3,2024
8796,326329,P022,M02,C0115,2023-11-09,5,Damaged in Transit,Partial Return,78.4,3.29,81.69,Refund Processed,50,N,11,2023
8797,243030,P004,M05,C0093,2023-01-08,7,Damaged in Transit,Partial Return,110.88,5.48,116.36,Under Review,38,Y,1,2023
8798,355629,P029,M06,C0060,2024-10-19,4,Quality Below Expectation,Exchange,88.0,7.64,95.64,Refund Processed,44,Y,10,2024
8799,293470,P037,M02,C0198,2023-09-29,46,Damaged in Transit,Exchange,496.8,29.24,526.04,Refund Processed,26,N,9,2023
8800,441564,P007,M10,C0147,2022-03-20,8,Damaged in Transit,Full Return,86.4,7.78,94.18,Refund Processed,11,Y,3,2022
8801,265338,P010,M01,C0023,2024-08-17,14,Customer Changed Mind,Full Return,532.0,23.68,555.68,Pending Investigation,44,Y,8,2024
8802,217939,P027,M03,C0208,2024-09-28,4,Quality Below Expectation,Partial Return,140.0,13.48,153.48,Under Review,21,Y,9,2024
8803,71688,P019,M01,C0043,2022-06-11,5,Wrong Product Shipped,Exchange,122.5,6.68,129.18,Under Review,36,Y,6,2022
8804,433528,P032,M01,C0150,2022-09-26,9,Quality Below Expectation,Full Return,297.0,27.19,324.19,Under Review,53,Y,9,2022
8805,164807,P032,M07,C0175,2023-01-16,11,Packaging Damaged,Full Return,355.74,30.97,386.71,Refund Processed,12,N,1,2023
8806,392631,P025,M08,C0276,2022-08-25,9,Quality Below Expectation,Full Return,251.1,12.96,264.06,Refund Processed,34,Y,8,2022
8807,160062,P034,M07,C0236,2023-10-10,10,Damaged in Transit,Full Return,171.0,10.63,181.63,Under Review,24,Y,10,2023
8808,9328,P011,M02,C0279,2025-01-02,10,Damaged in Transit,Partial Return,456.0,34.7,490.7,Refund Processed,32,Y,1,2025
8809,164341,P023,M05,C0035,2024-12-12,14,Quality Below Expectation,Full Return,351.54,28.25,379.79,Refund Processed,18,N,12,2024
8810,170087,P010,M02,C0048,2023-03-23,8,Customer Changed Mind,Partial Return,288.8,12.03,300.83,Replacement Sent,51,Y,3,2023
8811,91113,P023,M08,C0104,2024-09-30,16,Packaging Damaged,Full Return,432.0,34.12,466.12,Refund Processed,36,Y,9,2024
8812,489387,P037,M01,C0093,2023-01-31,3,Packaging Damaged,Full Return,34.92,1.73,36.65,Refund Processed,43,Y,1,2023
8813,162209,P006,M01,C0293,2023-01-12,6,Wrong Product Shipped,Full Return,96.0,5.01,101.01,Pending Investigation,43,Y,1,2023
8814,38371,P032,M01,C0218,2024-08-10,4,Packaging Damaged,Full Return,112.2,8.29,120.49,Refund Processed,18,Y,8,2024
8815,450867,P034,M11,C0147,2024-11-24,6,Customer Changed Mind,Partial Return,100.44,6.11,106.55,Pending Investigation,52,Y,11,2024
8816,388131,P028,M11,C0084,2023-01-11,23,Wrong Product Shipped,Full Return,485.76,32.84,518.6,Pending Investigation,41,N,1,2023
8817,368699,P040,M01,C0086,2023-07-29,24,Wrong Product Shipped,Partial Return,1550.4,85.02,1635.42,Refund Denied,7,Y,7,2023
8818,208266,P024,M08,C0204,2023-02-02,48,Customer Changed Mind,Exchange,1382.4,56.38,1438.78,Pending Investigation,42,Y,2,2023
8819,48585,P007,M02,C0003,2022-04-24,6,Damaged in Transit,Full Return,70.56,3.09,73.65,Refund Denied,25,Y,4,2022
8820,280878,P036,M15,C0078,2023-06-05,3,Damaged in Transit,Partial Return,64.68,4.44,69.12,Refund Processed,37,N,6,2023
8821,139254,P022,M05,C0145,2024-07-20,8,Not As Described,Full Return,121.6,5.41,127.01,Under Review,50,Y,7,2024
8822,289634,P031,M01,C0070,2023-06-05,4,Quality Below Expectation,Full Return,84.0,8.23,92.23,Refund Processed,7,N,6,2023
8823,212314,P014,M09,C0196,2022-07-26,4,Wrong Product Shipped,Exchange,96.0,7.03,103.03,Refund Processed,44,N,7,2022
8824,216315,P010,M02,C0079,2022-08-30,20,Customer Changed Mind,Exchange,760.0,67.75,827.75,Replacement Sent,40,N,8,2022
8825,58898,P010,M02,C0300,2023-09-05,31,Damaged in Transit,Full Return,1154.44,78.14,1232.58,Refund Processed,7,Y,9,2023
8826,99438,P039,M13,C0245,2023-02-25,6,Quality Below Expectation,Full Return,276.0,21.34,297.34,Replacement Sent,28,Y,2,2023
8827,332056,P034,M01,C0035,2023-12-13,7,Customer Changed Mind,Partial Return,126.0,8.91,134.91,Refund Processed,35,Y,12,2023
8828,108900,P020,M01,C0175,2023-03-02,7,Quality Below Expectation,Exchange,130.9,11.34,142.24,Pending Investigation,50,N,3,2023
8829,189720,P008,M02,C0142,2022-05-13,14,Wrong Product Shipped,Full Return,182.28,15.32,197.6,Replacement Sent,54,N,5,2022
8830,171575,P025,M03,C0279,2023-02-12,3,Quality Below Expectation,Full Return,83.7,8.15,91.85,Refund Processed,47,Y,2,2023
8831,102625,P027,M03,C0223,2023-04-23,13,Wrong Product Shipped,Partial Return,432.25,28.43,460.68,Under Review,54,Y,4,2023
8832,273689,P026,M16,C0142,2024-12-11,9,Damaged in Transit,Full Return,504.0,47.38,551.38,Replacement Sent,47,Y,12,2024
8833,427434,P017,M04,C0050,2022-04-20,5,Quality Below Expectation,Full Return,78.4,3.57,81.97,Pending Investigation,7,Y,4,2022
8834,100671,P010,M03,C0007,2024-01-13,6,Damaged in Transit,Partial Return,228.0,10.39,238.39,Pending Investigation,52,Y,1,2024
8835,379439,P040,M01,C0119,2022-11-04,14,Not As Described,Full Return,809.2,59.29,868.49,Pending Investigation,21,Y,11,2022
8836,215882,P002,M02,C0067,2024-04-22,8,Quality Below Expectation,Full Return,144.0,12.82,156.82,Refund Processed,32,N,4,2024
8837,113260,P032,M08,C0048,2023-08-28,7,Customer Changed Mind,Full Return,226.38,22.2,248.58,Refund Processed,40,Y,8,2023
8838,288356,P032,M05,C0280,2022-11-07,36,Not As Described,Partial Return,1164.24,102.42,1266.66,Under Review,15,Y,11,2022
8839,27672,P020,M08,C0172,2025-01-04,22,Wrong Product Shipped,Full Return,484.0,31.35,515.35,Refund Processed,28,N,1,2025
8840,454260,P009,M06,C0146,2023-07-05,10,Wrong Product Shipped,Full Return,190.0,11.66,201.66,Refund Processed,15,Y,7,2023
8841,432186,P001,M05,C0290,2023-01-08,8,Damaged in Transit,Partial Return,116.4,10.13,126.53,Refund Processed,25,N,1,2023
8842,358009,P021,M05,C0295,2022-05-13,27,Customer Changed Mind,Full Return,437.4,32.62,470.02,Refund Processed,45,Y,5,2022
8843,415831,P030,M07,C0261,2022-02-05,5,Quality Below Expectation,Partial Return,67.5,4.17,71.67,Refund Processed,12,N,2,2022
8844,89528,P018,M06,C0248,2022-05-12,7,Customer Changed Mind,Full Return,91.0,4.39,95.39,Refund Processed,22,Y,5,2022
8845,68758,P009,M07,C0159,2024-12-06,4,Quality Below Expectation,Full Return,73.72,6.4,80.12,Refund Processed,35,Y,12,2024
8846,193828,P009,M02,C0230,2022-06-29,16,Damaged in Transit,Partial Return,288.8,21.69,310.49,Refund Processed,46,Y,6,2022
8847,164682,P037,M11,C0165,2024-01-04,7,Damaged in Transit,Full Return,84.0,4.72,88.72,Refund Denied,53,N,1,2024
8848,106133,P019,M01,C0232,2024-12-19,6,Damaged in Transit,Exchange,135.0,11.73,146.73,Refund Processed,50,Y,12,2024
8849,4356,P034,M10,C0015,2023-10-04,3,Packaging Damaged,Partial Return,47.52,4.5,52.02,Replacement Sent,27,N,10,2023
8850,74683,P013,M12,C0267,2024-04-20,13,Quality Below Expectation,Full Return,254.8,20.76,275.56,Pending Investigation,41,N,4,2024
8851,315602,P021,M07,C0111,2022-04-02,7,Customer Changed Mind,Exchange,126.0,9.07,135.07,Replacement Sent,54,Y,4,2022
8852,250011,P015,M09,C0294,2024-08-27,4,Damaged in Transit,Full Return,64.6,3.72,68.32,Refund Processed,35,Y,8,2024
8853,267301,P031,M07,C0132,2022-05-30,7,Packaging Damaged,Full Return,139.65,9.65,149.3,Pending Investigation,8,N,5,2022
8854,48306,P040,M06,C0287,2024-03-20,4,Damaged in Transit,Partial Return,244.8,22.8,267.6,Refund Processed,15,N,3,2024
8855,340968,P027,M14,C0247,2024-06-29,3,Damaged in Transit,Full Return,105.0,8.02,113.02,Refund Processed,10,Y,6,2024
8856,326164,P002,M01,C0200,2024-01-31,12,Customer Changed Mind,Full Return,240.0,14.97,254.97,Refund Processed,13,Y,1,2024
8857,160507,P008,M10,C0126,2024-12-17,9,Customs Rejected,Partial Return,119.7,8.04,127.74,Refund Processed,38,N,12,2024
8858,211683,P027,M06,C0287,2024-03-02,7,Quality Below Expectation,Full Return,215.6,20.99,236.59,Refund Processed,38,N,3,2024
8859,48548,P019,M02,C0068,2022-04-08,6,Quality Below Expectation,Partial Return,145.5,11.87,157.37,Pending Investigation,19,Y,4,2022
8860,437265,P032,M05,C0221,2024-08-15,4,Quality Below Expectation,Exchange,128.04,11.13,139.17,Refund Processed,29,Y,8,2024
8861,408184,P024,M10,C0178,2024-07-13,22,Packaging Damaged,Partial Return,689.92,55.61,745.53,Under Review,14,N,7,2024
8862,205336,P020,M02,C0100,2023-07-10,27,Packaging Damaged,Full Return,594.0,46.25,640.25,Refund Processed,53,Y,7,2023
8863,111859,P039,M01,C0157,2024-08-29,15,Customer Changed Mind,Partial Return,690.0,65.43,755.43,Pending Investigation,44,N,8,2024
8864,370266,P002,M04,C0168,2022-12-04,17,Damaged in Transit,Partial Return,329.8,20.75,350.55,Refund Processed,8,Y,12,2022
8865,483464,P032,M17,C0142,2022-06-23,6,Customer Changed Mind,Partial Return,192.06,13.37,205.43,Replacement Sent,18,N,6,2022
8866,130735,P022,M01,C0296,2024-02-28,6,Damaged in Transit,Full Return,96.0,6.11,102.11,Refund Denied,8,Y,2,2024
8867,96958,P005,M12,C0126,2022-09-12,5,Damaged in Transit,Full Return,120.9,4.94,125.84,Refund Processed,27,Y,9,2022
8868,144435,P001,M07,C0133,2024-01-05,5,Wrong Product Shipped,Partial Return,69.75,6.09,75.84,Refund Processed,53,Y,1,2024
8869,437730,P015,M01,C0283,2024-06-10,14,Customs Rejected,Full Return,202.3,17.77,220.07,Under Review,13,N,6,2024
8870,359397,P034,M14,C0025,2022-06-16,6,Quality Below Expectation,Partial Return,100.44,8.48,108.92,Pending Investigation,9,N,6,2022
8871,257376,P009,M10,C0254,2022-12-01,3,Damaged in Transit,Partial Return,54.15,2.19,56.34,Refund Processed,8,Y,12,2022
8872,194438,P032,M16,C0045,2024-05-20,6,Customs Rejected,Partial Return,184.14,12.79,196.93,Pending Investigation,18,Y,5,2024
8873,91523,P014,M01,C0065,2023-07-10,5,Customer Changed Mind,Full Return,120.0,10.25,130.25,Refund Denied,46,Y,7,2023
8874,425506,P030,M03,C0159,2023-07-31,4,Quality Below Expectation,Full Return,58.2,3.74,61.94,Refund Processed,36,Y,7,2023
8875,318444,P004,M04,C0068,2023-11-30,4,Wrong Product Shipped,Full Return,66.96,5.42,72.38,Pending Investigation,48,Y,11,2023
8876,125703,P012,M03,C0174,2025-01-01,4,Damaged in Transit,Full Return,85.36,6.81,92.17,Refund Processed,33,Y,1,2025
8877,340485,P034,M01,C0173,2024-08-01,4,Packaging Damaged,Partial Return,72.0,5.89,77.89,Refund Processed,47,Y,8,2024
8878,266509,P023,M01,C0298,2024-08-28,7,Quality Below Expectation,Partial Return,175.77,16.24,192.01,Refund Processed,32,Y,8,2024
8879,4773,P001,M06,C0052,2022-07-28,10,Quality Below Expectation,Exchange,142.5,6.02,148.52,Refund Processed,19,N,7,2022
8880,113558,P004,M02,C0247,2022-12-23,4,Customs Rejected,Partial Return,63.36,4.83,68.19,Refund Processed,38,Y,12,2022
8881,493657,P040,M03,C0075,2023-09-18,4,Damaged in Transit,Exchange,266.56,18.38,284.94,Refund Processed,34,Y,9,2023
8882,391203,P005,M09,C0238,2022-02-27,6,Customer Changed Mind,Full Return,151.32,12.23,163.55,Refund Processed,30,N,2,2022
8883,305604,P019,M13,C0241,2024-10-23,9,Damaged in Transit,Full Return,213.75,12.63,226.38,Refund Processed,16,Y,10,2024
8884,11527,P024,M01,C0058,2023-04-22,10,Quality Below Expectation,Full Return,304.0,20.17,324.17,Refund Processed,9,Y,4,2023
8885,171262,P036,M08,C0115,2023-01-27,12,Quality Below Expectation,Full Return,258.72,22.8,281.52,Refund Processed,48,Y,1,2023
8886,466592,P011,M01,C0174,2024-03-08,7,Customer Changed Mind,Full Return,319.2,12.99,332.19,Pending Investigation,23,N,3,2024
8887,471045,P039,M07,C0254,2023-11-14,5,Damaged in Transit,Partial Return,207.0,18.24,225.24,Refund Processed,39,N,11,2023
8888,281767,P006,M07,C0007,2022-11-24,9,Not As Described,Full Return,141.12,13.71,154.83,Refund Processed,46,Y,11,2022
8889,357202,P035,M02,C0230,2023-02-07,3,Wrong Product Shipped,Exchange,51.0,2.53,53.53,Refund Processed,33,Y,2,2023
8890,404041,P040,M05,C0045,2022-11-21,12,Wrong Product Shipped,Full Return,816.0,36.05,852.05,Refund Processed,37,Y,11,2022
8891,158849,P027,M17,C0192,2023-09-15,5,Wrong Product Shipped,Partial Return,175.0,10.03,185.03,Under Review,34,Y,9,2023
8892,331742,P002,M01,C0074,2023-06-22,7,Wrong Product Shipped,Full Return,140.0,5.61,145.61,Refund Processed,25,Y,6,2023
8893,245970,P026,M02,C0179,2023-12-16,14,Damaged in Transit,Partial Return,760.48,43.99,804.47,Refund Processed,43,N,12,2023
8894,84843,P037,M01,C0126,2025-02-18,3,Customer Changed Mind,Partial Return,36.0,1.59,37.59,Under Review,53,Y,2,2025
8895,444962,P005,M03,C0161,2024-12-16,5,Damaged in Transit,Partial Return,123.5,11.53,135.03,Pending Investigation,14,Y,12,2024
8896,410844,P026,M01,C0182,2023-08-27,14,Damaged in Transit,Full Return,768.32,60.5,828.82,Refund Processed,34,Y,8,2023
8897,463138,P026,M20,C0252,2023-12-30,10,Customer Changed Mind,Exchange,520.8,47.89,568.69,Refund Processed,47,Y,12,2023
8898,323478,P009,M02,C0004,2023-03-12,4,Quality Below Expectation,Partial Return,73.72,3.82,77.54,Refund Denied,36,Y,3,2023
8899,24210,P023,M03,C0146,2024-08-02,6,Packaging Damaged,Full Return,153.9,14.13,168.03,Refund Processed,54,N,8,2024
8900,338347,P036,M01,C0270,2022-03-03,5,Packaging Damaged,Partial Return,110.0,10.13,120.13,Refund Processed,35,Y,3,2022
8901,412151,P038,M09,C0154,2022-07-31,9,Customer Changed Mind,Partial Return,218.25,19.54,237.79,Refund Denied,18,Y,7,2022
8902,270069,P017,M18,C0074,2023-04-25,6,Damaged in Transit,Full Return,89.28,7.19,96.47,Under Review,7,N,4,2023
8903,58647,P036,M06,C0054,2022-09-11,7,Wrong Product Shipped,Partial Return,138.6,8.54,147.14,Refund Processed,36,Y,9,2022
8904,412031,P008,M16,C0204,2022-08-28,5,Quality Below Expectation,Exchange,63.0,6.26,69.26,Refund Processed,53,Y,8,2022
8905,52334,P012,M06,C0081,2022-03-14,4,Wrong Product Shipped,Partial Return,74.8,3.15,77.95,Refund Processed,34,Y,3,2022
8906,101987,P008,M05,C0016,2023-02-23,5,Damaged in Transit,Exchange,67.9,3.49,71.39,Under Review,49,Y,2,2023
8907,489149,P005,M13,C0186,2023-04-06,12,Quality Below Expectation,Full Return,290.16,27.24,317.4,Pending Investigation,28,N,4,2023
8908,160010,P040,M01,C0239,2024-04-18,41,Quality Below Expectation,Full Return,2704.36,136.72,2841.08,Pending Investigation,34,Y,4,2024
8909,141482,P006,M01,C0270,2022-07-12,13,Damaged in Transit,Full Return,208.0,13.04,221.04,Under Review,13,Y,7,2022
8910,92123,P017,M14,C0142,2022-10-15,10,Damaged in Transit,Exchange,160.0,6.64,166.64,Refund Processed,30,Y,10,2022
8911,65593,P019,M01,C0198,2024-04-14,3,Wrong Product Shipped,Partial Return,66.0,2.67,68.67,Under Review,34,Y,4,2024
8912,21986,P027,M13,C0069,2024-01-15,5,Wrong Product Shipped,Full Return,166.25,9.87,176.12,Under Review,27,Y,1,2024
8913,62362,P034,M14,C0085,2022-05-27,9,Damaged in Transit,Partial Return,162.0,7.52,169.52,Pending Investigation,42,N,5,2022
8914,204180,P019,M14,C0066,2022-07-07,7,Damaged in Transit,Full Return,162.75,7.13,169.88,Refund Processed,36,N,7,2022
8915,259162,P037,M10,C0098,2022-03-31,5,Customs Rejected,Full Return,57.0,3.24,60.24,Refund Processed,33,N,3,2022
8916,485636,P034,M02,C0151,2023-08-12,12,Quality Below Expectation,Full Return,190.08,9.14,199.22,Under Review,30,N,8,2023
8917,45158,P028,M07,C0067,2025-01-12,7,Damaged in Transit,Full Return,162.96,15.69,178.65,Refund Processed,38,Y,1,2025
8918,290732,P039,M06,C0016,2023-10-07,6,Not As Described,Partial Return,276.0,15.23,291.23,Refund Processed,26,Y,10,2023
8919,193659,P008,M04,C0276,2024-03-08,5,Quality Below Expectation,Full Return,66.5,5.2,71.7,Under Review,53,Y,3,2024
8920,180456,P014,M04,C0201,2024-01-04,3,Wrong Product Shipped,Full Return,68.4,5.43,73.83,Refund Processed,24,Y,1,2024
8921,183666,P008,M01,C0166,2024-03-04,8,Damaged in Transit,Partial Return,109.76,6.81,116.57,Refund Processed,54,Y,3,2024
8922,136768,P009,M05,C0064,2024-10-09,4,Damaged in Transit,Exchange,76.0,6.23,82.23,Pending Investigation,32,Y,10,2024
8923,332396,P011,M14,C0258,2024-03-16,26,Quality Below Expectation,Full Return,1210.56,98.36,1308.92,Refund Processed,52,N,3,2024
8924,52505,P035,M03,C0218,2025-01-10,5,Packaging Damaged,Partial Return,83.3,6.63,89.93,Replacement Sent,20,Y,1,2025
8925,77489,P016,M15,C0065,2022-11-18,8,Customer Changed Mind,Full Return,121.6,6.35,127.95,Refund Processed,37,Y,11,2022
8926,450885,P027,M03,C0274,2024-12-05,4,Damaged in Transit,Full Return,119.0,9.06,128.06,Pending Investigation,23,Y,12,2024
8927,203120,P026,M02,C0101,2024-08-05,4,Damaged in Transit,Full Return,212.8,18.79,231.59,Replacement Sent,39,Y,8,2024
8928,171714,P027,M05,C0039,2023-08-05,3,Wrong Product Shipped,Full Return,105.0,9.52,114.52,Refund Processed,33,N,8,2023
8929,435732,P024,M02,C0141,2024-04-08,3,Damaged in Transit,Partial Return,89.28,4.13,93.41,Refund Denied,49,Y,4,2024
8930,482912,P029,M19,C0259,2023-10-05,28,Quality Below Expectation,Full Return,597.52,38.76,636.28,Refund Processed,17,N,10,2023
8931,447548,P036,M01,C0232,2024-11-03,12,Damaged in Transit,Full Return,237.6,23.17,260.77,Pending Investigation,32,N,11,2024
8932,431290,P023,M01,C0014,2024-04-16,4,Customer Changed Mind,Partial Return,105.84,6.67,112.51,Refund Processed,7,Y,4,2024
8933,284889,P007,M17,C0066,2022-05-05,7,Wrong Product Shipped,Partial Return,82.32,5.0,87.32,Refund Processed,54,Y,5,2022
8934,178418,P034,M01,C0282,2023-05-03,16,Damaged in Transit,Full Return,288.0,26.77,314.77,Refund Processed,34,Y,5,2023
8935,160796,P035,M15,C0281,2024-06-15,12,Damaged in Transit,Full Return,204.0,16.23,220.23,Refund Processed,24,N,6,2024
8936,37890,P004,M01,C0052,2023-11-06,23,Damaged in Transit,Partial Return,364.32,34.32,398.64,Refund Processed,36,N,11,2023
8937,490741,P007,M03,C0075,2022-12-17,5,Wrong Product Shipped,Full Return,54.0,2.31,56.31,Refund Processed,44,Y,12,2022
8938,77785,P003,M05,C0245,2022-12-26,5,Damaged in Transit,Partial Return,109.25,5.98,115.23,Refund Denied,11,N,12,2022
8939,355585,P025,M13,C0219,2025-01-22,5,Wrong Product Shipped,Full Return,145.5,13.41,158.91,Refund Processed,22,Y,1,2025
8940,231121,P001,M16,C0026,2024-07-27,12,Damaged in Transit,Partial Return,167.4,15.69,183.09,Refund Processed,43,Y,7,2024
8941,410076,P028,M01,C0021,2024-07-13,4,Customer Changed Mind,Exchange,96.0,5.32,101.32,Pending Investigation,38,N,7,2024
8942,206242,P018,M10,C0102,2024-03-05,15,Damaged in Transit,Partial Return,189.15,17.63,206.78,Under Review,40,N,3,2024
8943,334910,P002,M02,C0018,2025-02-08,16,Damaged in Transit,Full Return,320.0,16.08,336.08,Refund Processed,51,Y,2,2025
8944,425477,P017,M02,C0231,2024-05-19,14,Not As Described,Full Return,217.28,15.31,232.59,Pending Investigation,8,N,5,2024
8945,301468,P039,M09,C0248,2023-02-16,6,Wrong Product Shipped,Full Return,276.0,26.75,302.75,Refund Processed,45,Y,2,2023
8946,58446,P035,M01,C0217,2025-01-16,4,Damaged in Transit,Full Return,61.2,6.11,67.31,Refund Processed,37,Y,1,2025
8947,432154,P008,M02,C0018,2023-03-04,10,Damaged in Transit,Full Return,126.0,11.58,137.58,Under Review,43,Y,3,2023
8948,497931,P032,M08,C0124,2024-10-22,6,Customer Changed Mind,Full Return,188.1,18.41,206.51,Pending Investigation,42,Y,10,2024
8949,310412,P024,M01,C0012,2022-09-18,9,Packaging Damaged,Exchange,259.2,21.35,280.55,Refund Processed,36,Y,9,2022
8950,81032,P021,M10,C0182,2024-07-11,3,Quality Below Expectation,Partial Return,54.0,3.78,57.78,Refund Processed,36,Y,7,2024
8951,270506,P006,M12,C0082,2022-12-18,5,Quality Below Expectation,Full Return,80.0,3.87,83.87,Replacement Sent,50,Y,12,2022
8952,76968,P032,M07,C0063,2024-01-29,10,Quality Below Expectation,Partial Return,290.4,22.44,312.84,Refund Denied,21,N,1,2024
8953,263309,P018,M07,C0036,2022-07-05,3,Packaging Damaged,Exchange,39.0,3.25,42.25,Refund Processed,12,N,7,2022
8954,169126,P032,M01,C0230,2022-11-30,8,Damaged in Transit,Partial Return,245.52,15.48,261.0,Under Review,22,Y,11,2022
8955,49349,P038,M02,C0235,2022-11-18,7,Wrong Product Shipped,Full Return,169.75,9.74,179.49,Refund Processed,43,N,11,2022
8956,134732,P002,M05,C0070,2024-10-08,12,Customer Changed Mind,Full Return,235.2,21.83,257.03,Refund Processed,23,Y,10,2024
8957,221723,P027,M01,C0210,2024-02-14,17,Wrong Product Shipped,Partial Return,595.0,37.32,632.32,Replacement Sent,13,N,2,2024
8958,334714,P040,M07,C0040,2023-12-14,6,Customer Changed Mind,Partial Return,408.0,30.59,438.59,Refund Processed,46,N,12,2023
8959,404006,P009,M03,C0136,2022-03-24,10,Not As Described,Full Return,190.0,16.94,206.94,Refund Processed,22,N,3,2022
8960,420605,P035,M17,C0171,2024-12-28,7,Damaged in Transit,Full Return,113.05,6.26,119.31,Refund Processed,52,Y,12,2024
8961,324065,P002,M03,C0104,2024-09-28,23,Packaging Damaged,Full Return,427.8,21.96,449.76,Refund Processed,38,Y,9,2024
8962,141911,P028,M04,C0159,2024-06-06,8,Wrong Product Shipped,Full Return,188.16,13.25,201.41,Refund Processed,36,Y,6,2024
8963,389747,P039,M03,C0282,2024-07-08,4,Packaging Damaged,Full Return,178.48,12.79,191.27,Refund Processed,9,Y,7,2024
8964,71814,P013,M09,C0100,2022-09-27,5,Quality Below Expectation,Partial Return,97.0,6.31,103.31,Replacement Sent,43,N,9,2022
8965,20712,P020,M20,C0117,2023-02-19,4,Damaged in Transit,Full Return,85.36,5.11,90.47,Refund Processed,49,N,2,2023
