date,currency_code,currency_pair,rate_to_inr,daily_change_pct,month,year,quarter
2022-03-23,CAD,CAD/INR,62.8425,0.0882,3,2022,Q1
2022-03-24,CAD,CAD/INR,62.8733,0.049,3,2022,Q1
2022-03-25,CAD,CAD/INR,63.149,0.4385,3,2022,Q1
2022-03-26,CAD,CAD/INR,63.333,0.2914,3,2022,Q1
2022-03-27,CAD,CAD/INR,63.0869,-0.3886,3,2022,Q1
2022-03-28,CAD,CAD/INR,62.8622,-0.3563,3,2022,Q1
2022-03-29,CAD,CAD/INR,62.9713,0.1737,3,2022,Q1
2022-03-30,CAD,CAD/INR,62.9592,-0.0193,3,2022,Q1
2022-03-31,CAD,CAD/INR,62.8732,-0.1366,3,2022,Q1
2022-04-01,CAD,CAD/INR,63.0648,0.3047,4,2022,Q2
2022-04-02,CAD,CAD/INR,63.1002,0.0562,4,2022,Q2
2022-04-03,CAD,CAD/INR,63.1102,0.0157,4,2022,Q2
2022-04-04,CAD,CAD/INR,63.2578,0.2339,4,2022,Q2
2022-04-05,CAD,CAD/INR,63.1866,-0.1125,4,2022,Q2
2022-04-06,CAD,CAD/INR,63.484,0.4706,4,2022,Q2
2022-04-07,CAD,CAD/INR,63.3339,-0.2364,4,2022,Q2
2022-04-08,CAD,CAD/INR,63.4587,0.1971,4,2022,Q2
2022-04-09,CAD,CAD/INR,63.7317,0.4301,4,2022,Q2
2022-04-10,CAD,CAD/INR,63.4683,-0.4132,4,2022,Q2
2022-04-11,CAD,CAD/INR,63.4029,-0.103,4,2022,Q2
2022-04-12,CAD,CAD/INR,63.6202,0.3427,4,2022,Q2
2022-04-13,CAD,CAD/INR,63.8411,0.3472,4,2022,Q2
2022-04-14,CAD,CAD/INR,63.8082,-0.0514,4,2022,Q2
2022-04-15,CAD,CAD/INR,63.6676,-0.2204,4,2022,Q2
2022-04-16,CAD,CAD/INR,63.8502,0.2868,4,2022,Q2
2022-04-17,CAD,CAD/INR,64.0769,0.3551,4,2022,Q2
2022-04-18,CAD,CAD/INR,63.853,-0.3494,4,2022,Q2
2022-04-19,CAD,CAD/INR,63.6224,-0.3612,4,2022,Q2
2022-04-20,CAD,CAD/INR,63.6654,0.0676,4,2022,Q2
2022-04-21,CAD,CAD/INR,63.7856,0.1888,4,2022,Q2
2022-04-22,CAD,CAD/INR,63.7284,-0.0897,4,2022,Q2
2022-04-23,CAD,CAD/INR,63.8582,0.2038,4,2022,Q2
2022-04-24,CAD,CAD/INR,63.7222,-0.213,4,2022,Q2
2022-04-25,CAD,CAD/INR,63.3179,-0.6344,4,2022,Q2
2022-04-26,CAD,CAD/INR,63.2374,-0.1272,4,2022,Q2
2022-04-27,CAD,CAD/INR,63.2494,0.019,4,2022,Q2
2022-04-28,CAD,CAD/INR,63.1971,-0.0828,4,2022,Q2
2022-04-29,CAD,CAD/INR,62.9774,-0.3476,4,2022,Q2
2022-04-30,CAD,CAD/INR,62.6344,-0.5447,4,2022,Q2
2022-05-01,CAD,CAD/INR,62.5378,-0.1542,5,2022,Q2
2022-05-02,CAD,CAD/INR,62.7062,0.2693,5,2022,Q2
2022-05-03,CAD,CAD/INR,62.9425,0.3769,5,2022,Q2
2022-05-04,CAD,CAD/INR,63.1668,0.3563,5,2022,Q2
2022-05-05,CAD,CAD/INR,63.0122,-0.2448,5,2022,Q2
2022-05-06,CAD,CAD/INR,62.7941,-0.3461,5,2022,Q2
2022-05-07,CAD,CAD/INR,62.8876,0.149,5,2022,Q2
2022-05-08,CAD,CAD/INR,63.0074,0.1905,5,2022,Q2
2022-05-09,CAD,CAD/INR,63.0831,0.1201,5,2022,Q2
2022-05-10,CAD,CAD/INR,62.7019,-0.6042,5,2022,Q2
2022-05-11,CAD,CAD/INR,62.5389,-0.2601,5,2022,Q2
2022-05-12,CAD,CAD/INR,62.5333,-0.0089,5,2022,Q2
2022-05-13,CAD,CAD/INR,62.6247,0.1462,5,2022,Q2
2022-05-14,CAD,CAD/INR,62.7688,0.2302,5,2022,Q2
2022-05-15,CAD,CAD/INR,62.796,0.0433,5,2022,Q2
2022-05-16,CAD,CAD/INR,62.8583,0.0992,5,2022,Q2
2022-05-17,CAD,CAD/INR,62.8743,0.0255,5,2022,Q2
2022-05-18,CAD,CAD/INR,63.0036,0.2057,5,2022,Q2
2022-05-19,CAD,CAD/INR,63.0628,0.0939,5,2022,Q2
2022-05-20,CAD,CAD/INR,63.0752,0.0197,5,2022,Q2
2022-05-21,CAD,CAD/INR,63.0244,-0.0805,5,2022,Q2
2022-05-22,CAD,CAD/INR,63.0398,0.0244,5,2022,Q2
2022-05-23,CAD,CAD/INR,63.1315,0.1454,5,2022,Q2
2022-05-24,CAD,CAD/INR,63.1821,0.0802,5,2022,Q2
2022-05-25,CAD,CAD/INR,63.2543,0.1142,5,2022,Q2
2022-05-26,CAD,CAD/INR,63.5091,0.4028,5,2022,Q2
2022-05-27,CAD,CAD/INR,63.5596,0.0795,5,2022,Q2
2022-05-28,CAD,CAD/INR,63.4359,-0.1947,5,2022,Q2
2022-05-29,CAD,CAD/INR,63.604,0.2651,5,2022,Q2
2022-05-30,CAD,CAD/INR,63.3433,-0.4099,5,2022,Q2
2022-05-31,CAD,CAD/INR,63.1378,-0.3244,5,2022,Q2
2022-06-01,CAD,CAD/INR,63.2014,0.1008,6,2022,Q2
2022-06-02,CAD,CAD/INR,63.2994,0.1549,6,2022,Q2
2022-06-03,CAD,CAD/INR,63.0629,-0.3735,6,2022,Q2
2022-06-04,CAD,CAD/INR,62.9905,-0.1148,6,2022,Q2
2022-06-05,CAD,CAD/INR,62.876,-0.1818,6,2022,Q2
2022-06-06,CAD,CAD/INR,62.7842,-0.146,6,2022,Q2
2022-06-07,CAD,CAD/INR,62.9619,0.2831,6,2022,Q2
2022-06-08,CAD,CAD/INR,63.0953,0.212,6,2022,Q2
2022-06-09,CAD,CAD/INR,63.0917,-0.0057,6,2022,Q2
2022-06-10,CAD,CAD/INR,62.9884,-0.1638,6,2022,Q2
2022-06-11,CAD,CAD/INR,62.7334,-0.4049,6,2022,Q2
2022-06-12,CAD,CAD/INR,63.0006,0.4261,6,2022,Q2
2022-06-13,CAD,CAD/INR,63.1125,0.1776,6,2022,Q2
2022-06-14,CAD,CAD/INR,62.9787,-0.212,6,2022,Q2
2022-06-15,CAD,CAD/INR,63.1147,0.2159,6,2022,Q2
2022-06-16,CAD,CAD/INR,63.1014,-0.0211,6,2022,Q2
2022-06-17,CAD,CAD/INR,63.0471,-0.0861,6,2022,Q2
2022-06-18,CAD,CAD/INR,63.1294,0.1306,6,2022,Q2
2022-06-19,CAD,CAD/INR,62.9889,-0.2224,6,2022,Q2
2022-06-20,CAD,CAD/INR,62.924,-0.1031,6,2022,Q2
2022-06-21,CAD,CAD/INR,62.9469,0.0364,6,2022,Q2
2022-06-22,CAD,CAD/INR,62.8526,-0.1498,6,2022,Q2
2022-06-23,CAD,CAD/INR,62.9788,0.2007,6,2022,Q2
2022-06-24,CAD,CAD/INR,63.3319,0.5607,6,2022,Q2
2022-06-25,CAD,CAD/INR,63.1886,-0.2263,6,2022,Q2
2022-06-26,CAD,CAD/INR,62.8729,-0.4995,6,2022,Q2
2022-06-27,CAD,CAD/INR,62.4954,-0.6005,6,2022,Q2
2022-06-28,CAD,CAD/INR,62.4671,-0.0451,6,2022,Q2
2022-06-29,CAD,CAD/INR,62.3429,-0.1989,6,2022,Q2
2022-06-30,CAD,CAD/INR,62.3817,0.0624,6,2022,Q2
2022-07-01,CAD,CAD/INR,62.4066,0.0398,7,2022,Q3
2022-07-02,CAD,CAD/INR,62.1064,-0.481,7,2022,Q3
2022-07-03,CAD,CAD/INR,61.7683,-0.5445,7,2022,Q3
2022-07-04,CAD,CAD/INR,61.8231,0.0888,7,2022,Q3
2022-07-05,CAD,CAD/INR,61.8482,0.0406,7,2022,Q3
2022-07-06,CAD,CAD/INR,61.7692,-0.1277,7,2022,Q3
2022-07-07,CAD,CAD/INR,61.4621,-0.4971,7,2022,Q3
2022-07-08,CAD,CAD/INR,61.549,0.1414,7,2022,Q3
2022-07-09,CAD,CAD/INR,61.7839,0.3816,7,2022,Q3
2022-07-10,CAD,CAD/INR,61.8354,0.0834,7,2022,Q3
2022-07-11,CAD,CAD/INR,61.6782,-0.2542,7,2022,Q3
2022-07-12,CAD,CAD/INR,61.6865,0.0134,7,2022,Q3
2022-07-13,CAD,CAD/INR,61.4336,-0.4098,7,2022,Q3
2022-07-14,CAD,CAD/INR,61.6286,0.3174,7,2022,Q3
2022-07-15,CAD,CAD/INR,61.6438,0.0246,7,2022,Q3
2022-07-16,CAD,CAD/INR,61.3168,-0.5304,7,2022,Q3
2022-07-17,CAD,CAD/INR,61.2615,-0.0902,7,2022,Q3
2022-07-18,CAD,CAD/INR,61.3466,0.139,7,2022,Q3
2022-07-19,CAD,CAD/INR,61.2853,-0.0999,7,2022,Q3
2022-07-20,CAD,CAD/INR,61.2346,-0.0828,7,2022,Q3
2022-07-21,CAD,CAD/INR,61.0097,-0.3673,7,2022,Q3
2022-07-22,CAD,CAD/INR,61.1134,0.17,7,2022,Q3
2022-07-23,CAD,CAD/INR,60.9945,-0.1945,7,2022,Q3
2022-07-24,CAD,CAD/INR,60.5999,-0.6469,7,2022,Q3
2022-07-25,CAD,CAD/INR,60.5324,-0.1114,7,2022,Q3
2022-07-26,CAD,CAD/INR,60.7105,0.2943,7,2022,Q3
2022-07-27,CAD,CAD/INR,60.6401,-0.1161,7,2022,Q3
2022-07-28,CAD,CAD/INR,60.9563,0.5214,7,2022,Q3
2022-07-29,CAD,CAD/INR,61.0347,0.1287,7,2022,Q3
2022-07-30,CAD,CAD/INR,61.0967,0.1016,7,2022,Q3
2022-07-31,CAD,CAD/INR,61.0732,-0.0385,7,2022,Q3
2022-08-01,CAD,CAD/INR,61.0607,-0.0205,8,2022,Q3
2022-08-02,CAD,CAD/INR,61.0124,-0.079,8,2022,Q3
2022-08-03,CAD,CAD/INR,60.9571,-0.0907,8,2022,Q3
2022-08-04,CAD,CAD/INR,61.0542,0.1593,8,2022,Q3
2022-08-05,CAD,CAD/INR,60.8828,-0.2807,8,2022,Q3
2022-08-06,CAD,CAD/INR,60.6863,-0.3228,8,2022,Q3
2022-08-07,CAD,CAD/INR,60.4818,-0.337,8,2022,Q3
2022-08-08,CAD,CAD/INR,60.8529,0.6137,8,2022,Q3
2022-08-09,CAD,CAD/INR,60.9498,0.1591,8,2022,Q3
2022-08-10,CAD,CAD/INR,61.0054,0.0913,8,2022,Q3
2022-08-11,CAD,CAD/INR,60.8119,-0.3173,8,2022,Q3
2022-08-12,CAD,CAD/INR,60.9256,0.187,8,2022,Q3
2022-08-13,CAD,CAD/INR,60.9043,-0.035,8,2022,Q3
2022-08-14,CAD,CAD/INR,60.9434,0.0643,8,2022,Q3
2022-08-15,CAD,CAD/INR,60.7649,-0.293,8,2022,Q3
2022-08-16,CAD,CAD/INR,60.7941,0.0481,8,2022,Q3
2022-08-17,CAD,CAD/INR,60.7168,-0.1272,8,2022,Q3
2022-08-18,CAD,CAD/INR,60.5773,-0.2297,8,2022,Q3
2022-08-19,CAD,CAD/INR,60.7108,0.2202,8,2022,Q3
2022-08-20,CAD,CAD/INR,60.4307,-0.4613,8,2022,Q3
2022-08-21,CAD,CAD/INR,60.5331,0.1694,8,2022,Q3
2022-08-22,CAD,CAD/INR,60.6574,0.2053,8,2022,Q3
2022-08-23,CAD,CAD/INR,60.4973,-0.2639,8,2022,Q3
2022-08-24,CAD,CAD/INR,60.3484,-0.2461,8,2022,Q3
2022-08-25,CAD,CAD/INR,60.3081,-0.0669,8,2022,Q3
2022-08-26,CAD,CAD/INR,60.3591,0.0846,8,2022,Q3
2022-08-27,CAD,CAD/INR,60.3314,-0.0459,8,2022,Q3
2022-08-28,CAD,CAD/INR,60.4099,0.1301,8,2022,Q3
2022-08-29,CAD,CAD/INR,60.7294,0.5289,8,2022,Q3
2022-08-30,CAD,CAD/INR,60.6369,-0.1523,8,2022,Q3
2022-08-31,CAD,CAD/INR,60.3249,-0.5146,8,2022,Q3
2022-09-01,CAD,CAD/INR,60.4743,0.2478,9,2022,Q3
2022-09-02,CAD,CAD/INR,60.7797,0.505,9,2022,Q3
2022-09-03,CAD,CAD/INR,60.8513,0.1178,9,2022,Q3
2022-09-04,CAD,CAD/INR,60.6528,-0.3263,9,2022,Q3
2022-09-05,CAD,CAD/INR,60.6302,-0.0372,9,2022,Q3
2022-09-06,CAD,CAD/INR,60.4268,-0.3356,9,2022,Q3
2022-09-07,CAD,CAD/INR,60.5433,0.1929,9,2022,Q3
2022-09-08,CAD,CAD/INR,60.2979,-0.4054,9,2022,Q3
2022-09-09,CAD,CAD/INR,60.2436,-0.09,9,2022,Q3
2022-09-10,CAD,CAD/INR,60.0621,-0.3013,9,2022,Q3
2022-09-11,CAD,CAD/INR,60.0849,0.038,9,2022,Q3
2022-09-12,CAD,CAD/INR,60.0189,-0.1099,9,2022,Q3
2022-09-13,CAD,CAD/INR,60.0507,0.053,9,2022,Q3
2022-09-14,CAD,CAD/INR,60.0547,0.0067,9,2022,Q3
2022-09-15,CAD,CAD/INR,59.877,-0.296,9,2022,Q3
2022-09-16,CAD,CAD/INR,59.9896,0.1881,9,2022,Q3
2022-09-17,CAD,CAD/INR,59.9808,-0.0146,9,2022,Q3
2022-09-18,CAD,CAD/INR,59.8029,-0.2966,9,2022,Q3
2022-09-19,CAD,CAD/INR,60.205,0.6723,9,2022,Q3
2022-09-20,CAD,CAD/INR,60.291,0.1429,9,2022,Q3
2022-09-21,CAD,CAD/INR,60.2633,-0.046,9,2022,Q3
2022-09-22,CAD,CAD/INR,60.5192,0.4246,9,2022,Q3
2022-09-23,CAD,CAD/INR,60.8536,0.5525,9,2022,Q3
2022-09-24,CAD,CAD/INR,60.827,-0.0436,9,2022,Q3
2022-09-25,CAD,CAD/INR,60.8904,0.1042,9,2022,Q3
2022-09-26,CAD,CAD/INR,60.7099,-0.2964,9,2022,Q3
2022-09-27,CAD,CAD/INR,60.6831,-0.0442,9,2022,Q3
2022-09-28,CAD,CAD/INR,60.6469,-0.0597,9,2022,Q3
2022-09-29,CAD,CAD/INR,60.6805,0.0554,9,2022,Q3
2022-09-30,CAD,CAD/INR,60.7411,0.0998,9,2022,Q3
2022-10-01,CAD,CAD/INR,60.8431,0.1679,10,2022,Q4
2022-10-02,CAD,CAD/INR,60.8865,0.0713,10,2022,Q4
2022-10-03,CAD,CAD/INR,60.6653,-0.3632,10,2022,Q4
2022-10-04,CAD,CAD/INR,60.4945,-0.2815,10,2022,Q4
2022-10-05,CAD,CAD/INR,60.3954,-0.1639,10,2022,Q4
2022-10-06,CAD,CAD/INR,60.3442,-0.0847,10,2022,Q4
2022-10-07,CAD,CAD/INR,60.5345,0.3152,10,2022,Q4
2022-10-08,CAD,CAD/INR,60.3233,-0.3489,10,2022,Q4
2022-10-09,CAD,CAD/INR,60.2586,-0.1072,10,2022,Q4
2022-10-10,CAD,CAD/INR,60.4309,0.2859,10,2022,Q4
2022-10-11,CAD,CAD/INR,60.3765,-0.09,10,2022,Q4
2022-10-12,CAD,CAD/INR,60.4599,0.1381,10,2022,Q4
2022-10-13,CAD,CAD/INR,60.4346,-0.0419,10,2022,Q4
2022-10-14,CAD,CAD/INR,60.4811,0.077,10,2022,Q4
2022-10-15,CAD,CAD/INR,60.4397,-0.0685,10,2022,Q4
2022-10-16,CAD,CAD/INR,60.5606,0.2001,10,2022,Q4
2022-10-17,CAD,CAD/INR,60.2799,-0.4635,10,2022,Q4
2022-10-18,CAD,CAD/INR,60.2142,-0.109,10,2022,Q4
2022-10-19,CAD,CAD/INR,60.2678,0.089,10,2022,Q4
2022-10-20,CAD,CAD/INR,60.3643,0.1601,10,2022,Q4
2022-10-21,CAD,CAD/INR,60.6347,0.4479,10,2022,Q4
2022-10-22,CAD,CAD/INR,60.5635,-0.1173,10,2022,Q4
2022-10-23,CAD,CAD/INR,60.8323,0.4438,10,2022,Q4
2022-10-24,CAD,CAD/INR,60.7121,-0.1977,10,2022,Q4
2022-10-25,CAD,CAD/INR,60.9541,0.3986,10,2022,Q4
2022-10-26,CAD,CAD/INR,61.1035,0.2452,10,2022,Q4
2022-10-27,CAD,CAD/INR,60.9361,-0.274,10,2022,Q4
2022-10-28,CAD,CAD/INR,60.9922,0.0921,10,2022,Q4
2022-10-29,CAD,CAD/INR,60.9829,-0.0154,10,2022,Q4
2022-10-30,CAD,CAD/INR,61.0973,0.1877,10,2022,Q4
2022-10-31,CAD,CAD/INR,61.0564,-0.067,10,2022,Q4
2022-11-01,CAD,CAD/INR,61.0001,-0.0922,11,2022,Q4
2022-11-02,CAD,CAD/INR,61.2506,0.4107,11,2022,Q4
2022-11-03,CAD,CAD/INR,61.2325,-0.0296,11,2022,Q4
2022-11-04,CAD,CAD/INR,61.3843,0.2479,11,2022,Q4
2022-11-05,CAD,CAD/INR,61.3428,-0.0676,11,2022,Q4
2022-11-06,CAD,CAD/INR,61.6495,0.5,11,2022,Q4
2022-11-07,CAD,CAD/INR,61.5241,-0.2035,11,2022,Q4
2022-11-08,CAD,CAD/INR,61.4107,-0.1842,11,2022,Q4
2022-11-09,CAD,CAD/INR,61.6916,0.4574,11,2022,Q4
2022-11-10,CAD,CAD/INR,61.6092,-0.1335,11,2022,Q4
2022-11-11,CAD,CAD/INR,61.9052,0.4803,11,2022,Q4
2022-11-12,CAD,CAD/INR,62.0708,0.2676,11,2022,Q4
2022-11-13,CAD,CAD/INR,62.042,-0.0464,11,2022,Q4
2022-11-14,CAD,CAD/INR,61.7045,-0.544,11,2022,Q4
2022-11-15,CAD,CAD/INR,61.7009,-0.0058,11,2022,Q4
2022-11-16,CAD,CAD/INR,61.7197,0.0305,11,2022,Q4
2022-11-17,CAD,CAD/INR,61.9358,0.3502,11,2022,Q4
2022-11-18,CAD,CAD/INR,62.231,0.4765,11,2022,Q4
2022-11-19,CAD,CAD/INR,62.1031,-0.2055,11,2022,Q4
2022-11-20,CAD,CAD/INR,62.2524,0.2404,11,2022,Q4
2022-11-21,CAD,CAD/INR,62.3953,0.2296,11,2022,Q4
2022-11-22,CAD,CAD/INR,62.5963,0.322,11,2022,Q4
2022-11-23,CAD,CAD/INR,62.6899,0.1496,11,2022,Q4
2022-11-24,CAD,CAD/INR,62.3246,-0.5827,11,2022,Q4
2022-11-25,CAD,CAD/INR,62.2955,-0.0466,11,2022,Q4
2022-11-26,CAD,CAD/INR,62.0795,-0.3467,11,2022,Q4
2022-11-27,CAD,CAD/INR,62.0418,-0.0608,11,2022,Q4
2022-11-28,CAD,CAD/INR,62.2242,0.294,11,2022,Q4
2022-11-29,CAD,CAD/INR,62.2812,0.0915,11,2022,Q4
2022-11-30,CAD,CAD/INR,62.4957,0.3444,11,2022,Q4
2022-12-01,CAD,CAD/INR,62.5597,0.1025,12,2022,Q4
2022-12-02,CAD,CAD/INR,62.3161,-0.3895,12,2022,Q4
2022-12-03,CAD,CAD/INR,61.8448,-0.7563,12,2022,Q4
2022-12-04,CAD,CAD/INR,61.8724,0.0446,12,2022,Q4
2022-12-05,CAD,CAD/INR,61.8327,-0.0642,12,2022,Q4
2022-12-06,CAD,CAD/INR,61.6515,-0.2931,12,2022,Q4
2022-12-07,CAD,CAD/INR,61.337,-0.5102,12,2022,Q4
2022-12-08,CAD,CAD/INR,61.2018,-0.2204,12,2022,Q4
2022-12-09,CAD,CAD/INR,61.166,-0.0583,12,2022,Q4
2022-12-10,CAD,CAD/INR,61.2882,0.1998,12,2022,Q4
2022-12-11,CAD,CAD/INR,61.3229,0.0566,12,2022,Q4
2022-12-12,CAD,CAD/INR,61.6187,0.4824,12,2022,Q4
2022-12-13,CAD,CAD/INR,61.4273,-0.3107,12,2022,Q4
2022-12-14,CAD,CAD/INR,61.5897,0.2643,12,2022,Q4
2022-12-15,CAD,CAD/INR,61.5984,0.0142,12,2022,Q4
2022-12-16,CAD,CAD/INR,61.7268,0.2084,12,2022,Q4
2022-12-17,CAD,CAD/INR,61.6459,-0.131,12,2022,Q4
2022-12-18,CAD,CAD/INR,61.8441,0.3215,12,2022,Q4
2022-12-19,CAD,CAD/INR,61.8989,0.0886,12,2022,Q4
2022-12-20,CAD,CAD/INR,61.7727,-0.2038,12,2022,Q4
2022-12-21,CAD,CAD/INR,61.7705,-0.0036,12,2022,Q4
2022-12-22,CAD,CAD/INR,61.7261,-0.0719,12,2022,Q4
2022-12-23,CAD,CAD/INR,61.8167,0.1468,12,2022,Q4
2022-12-24,CAD,CAD/INR,61.5979,-0.3539,12,2022,Q4
2022-12-25,CAD,CAD/INR,61.5925,-0.0088,12,2022,Q4
2022-12-26,CAD,CAD/INR,61.6655,0.1186,12,2022,Q4
2022-12-27,CAD,CAD/INR,61.6717,0.0099,12,2022,Q4
2022-12-28,CAD,CAD/INR,61.9209,0.4041,12,2022,Q4
2022-12-29,CAD,CAD/INR,62.0646,0.2322,12,2022,Q4
2022-12-30,CAD,CAD/INR,62.0632,-0.0022,12,2022,Q4
2022-12-31,CAD,CAD/INR,62.1036,0.065,12,2022,Q4
2023-01-01,CAD,CAD/INR,62.1587,0.0887,1,2023,Q1
2023-01-02,CAD,CAD/INR,62.2339,0.121,1,2023,Q1
2023-01-03,CAD,CAD/INR,61.893,-0.5477,1,2023,Q1
2023-01-04,CAD,CAD/INR,61.837,-0.0905,1,2023,Q1
2023-01-05,CAD,CAD/INR,61.5617,-0.4453,1,2023,Q1
2023-01-06,CAD,CAD/INR,61.7977,0.3835,1,2023,Q1
2023-01-07,CAD,CAD/INR,61.7865,-0.0183,1,2023,Q1
2023-01-08,CAD,CAD/INR,61.7506,-0.058,1,2023,Q1
2023-01-09,CAD,CAD/INR,61.9168,0.269,1,2023,Q1
2023-01-10,CAD,CAD/INR,61.9952,0.1267,1,2023,Q1
2023-01-11,CAD,CAD/INR,61.7853,-0.3386,1,2023,Q1
2023-01-12,CAD,CAD/INR,61.7722,-0.0213,1,2023,Q1
2023-01-13,CAD,CAD/INR,61.71,-0.1006,1,2023,Q1
2023-01-14,CAD,CAD/INR,61.3871,-0.5234,1,2023,Q1
2023-01-15,CAD,CAD/INR,61.26,-0.2071,1,2023,Q1
2023-01-16,CAD,CAD/INR,61.2262,-0.0551,1,2023,Q1
2023-01-17,CAD,CAD/INR,61.2051,-0.0345,1,2023,Q1
2023-01-18,CAD,CAD/INR,60.9329,-0.4447,1,2023,Q1
2023-01-19,CAD,CAD/INR,61.1435,0.3455,1,2023,Q1
2023-01-20,CAD,CAD/INR,61.1247,-0.0306,1,2023,Q1
2023-01-21,CAD,CAD/INR,61.1316,0.0113,1,2023,Q1
2023-01-22,CAD,CAD/INR,61.2051,0.1202,1,2023,Q1
2023-01-23,CAD,CAD/INR,61.0604,-0.2364,1,2023,Q1
2023-01-24,CAD,CAD/INR,61.144,0.1369,1,2023,Q1
2023-01-25,CAD,CAD/INR,61.0767,-0.1101,1,2023,Q1
2023-01-26,CAD,CAD/INR,60.9124,-0.269,1,2023,Q1
2023-01-27,CAD,CAD/INR,61.0172,0.172,1,2023,Q1
2023-01-28,CAD,CAD/INR,61.2902,0.4475,1,2023,Q1
2023-01-29,CAD,CAD/INR,61.4235,0.2174,1,2023,Q1
2023-01-30,CAD,CAD/INR,61.5936,0.2769,1,2023,Q1
2023-01-31,CAD,CAD/INR,61.4974,-0.1562,1,2023,Q1
2023-02-01,CAD,CAD/INR,61.2026,-0.4793,2,2023,Q1
2023-02-02,CAD,CAD/INR,61.4762,0.447,2,2023,Q1
2023-02-03,CAD,CAD/INR,61.8551,0.6164,2,2023,Q1
2023-02-04,CAD,CAD/INR,62.1414,0.4628,2,2023,Q1
2023-02-05,CAD,CAD/INR,62.0788,-0.1007,2,2023,Q1
2023-02-06,CAD,CAD/INR,61.8638,-0.3464,2,2023,Q1
2023-02-07,CAD,CAD/INR,61.666,-0.3197,2,2023,Q1
2023-02-08,CAD,CAD/INR,61.3545,-0.5051,2,2023,Q1
2023-02-09,CAD,CAD/INR,61.3348,-0.0322,2,2023,Q1
2023-02-10,CAD,CAD/INR,61.6302,0.4817,2,2023,Q1
2023-02-11,CAD,CAD/INR,61.604,-0.0425,2,2023,Q1
2023-02-12,CAD,CAD/INR,61.6599,0.0907,2,2023,Q1
2023-02-13,CAD,CAD/INR,61.9144,0.4127,2,2023,Q1
2023-02-14,CAD,CAD/INR,61.8393,-0.1212,2,2023,Q1
2023-02-15,CAD,CAD/INR,62.2169,0.6107,2,2023,Q1
2023-02-16,CAD,CAD/INR,62.5887,0.5976,2,2023,Q1
2023-02-17,CAD,CAD/INR,62.5641,-0.0393,2,2023,Q1
2023-02-18,CAD,CAD/INR,62.4557,-0.1733,2,2023,Q1
2023-02-19,CAD,CAD/INR,62.5864,0.2092,2,2023,Q1
2023-02-20,CAD,CAD/INR,62.5211,-0.1043,2,2023,Q1
2023-02-21,CAD,CAD/INR,62.3042,-0.347,2,2023,Q1
2023-02-22,CAD,CAD/INR,62.5437,0.3844,2,2023,Q1
2023-02-23,CAD,CAD/INR,62.7719,0.3649,2,2023,Q1
2023-02-24,CAD,CAD/INR,62.8012,0.0467,2,2023,Q1
2023-02-25,CAD,CAD/INR,62.5633,-0.3789,2,2023,Q1
2023-02-26,CAD,CAD/INR,62.3325,-0.3689,2,2023,Q1
2023-02-27,CAD,CAD/INR,62.3526,0.0322,2,2023,Q1
2023-02-28,CAD,CAD/INR,62.259,-0.15,2,2023,Q1
2023-03-01,CAD,CAD/INR,62.1953,-0.1023,3,2023,Q1
2023-03-02,CAD,CAD/INR,62.386,0.3066,3,2023,Q1
2023-03-03,CAD,CAD/INR,62.5232,0.22,3,2023,Q1
2023-03-04,CAD,CAD/INR,62.7817,0.4134,3,2023,Q1
2023-03-05,CAD,CAD/INR,62.5952,-0.2972,3,2023,Q1
2023-03-06,CAD,CAD/INR,62.5307,-0.103,3,2023,Q1
2023-03-07,CAD,CAD/INR,62.6731,0.2277,3,2023,Q1
2023-03-08,CAD,CAD/INR,62.7573,0.1344,3,2023,Q1
2023-03-09,CAD,CAD/INR,63.0458,0.4597,3,2023,Q1
2023-03-10,CAD,CAD/INR,63.1254,0.1262,3,2023,Q1
2023-03-11,CAD,CAD/INR,63.4754,0.5544,3,2023,Q1
2023-03-12,CAD,CAD/INR,63.5782,0.162,3,2023,Q1
2023-03-13,CAD,CAD/INR,63.7808,0.3187,3,2023,Q1
2023-03-14,CAD,CAD/INR,63.7189,-0.0971,3,2023,Q1
2023-03-15,CAD,CAD/INR,63.7216,0.0043,3,2023,Q1
2023-03-16,CAD,CAD/INR,63.8958,0.2733,3,2023,Q1
2023-03-17,CAD,CAD/INR,64.205,0.4839,3,2023,Q1
2023-03-18,CAD,CAD/INR,64.3454,0.2188,3,2023,Q1
2023-03-19,CAD,CAD/INR,64.3294,-0.025,3,2023,Q1
2023-03-20,CAD,CAD/INR,64.5952,0.4132,3,2023,Q1
2023-03-21,CAD,CAD/INR,64.1704,-0.6576,3,2023,Q1
2023-03-22,CAD,CAD/INR,63.8966,-0.4267,3,2023,Q1
2023-03-23,CAD,CAD/INR,64.0273,0.2045,3,2023,Q1
2023-03-24,CAD,CAD/INR,64.03,0.0042,3,2023,Q1
2023-03-25,CAD,CAD/INR,64.1463,0.1817,3,2023,Q1
2023-03-26,CAD,CAD/INR,64.1587,0.0193,3,2023,Q1
2023-03-27,CAD,CAD/INR,64.2686,0.1713,3,2023,Q1
2023-03-28,CAD,CAD/INR,64.1116,-0.2443,3,2023,Q1
2023-03-29,CAD,CAD/INR,64.2213,0.1711,3,2023,Q1
2023-03-30,CAD,CAD/INR,64.4129,0.2983,3,2023,Q1
2023-03-31,CAD,CAD/INR,64.6487,0.3662,3,2023,Q1
