country,region,category,product_name,total_shipments,avg_fob_per_unit_usd,avg_freight_per_unit_usd,avg_insurance_per_unit_usd,avg_customs_per_unit_usd,avg_port_per_unit_usd,avg_lastmile_per_unit_usd,avg_demurrage_per_unit_usd,avg_total_lc_per_unit_usd,avg_exporter_margin_per_unit_usd,avg_exporter_margin_pct,avg_lc_fob_ratio,freight_pct_of_lc,customs_pct_of_lc,lastmile_pct_of_lc,total_demurrage_usd,route_efficiency
Saudi Arabia,Middle East,Decor,Warli Art Wall Plate Set of 3,126,22.9638,0.288,0.2296,1.2915,1.039,0.28,0.4083,26.5002,22.4462,97.74,1.1536,1.1,4.9,1.1,3789.26,Moderate Cost
UAE,Middle East,Kitchen,Ceramic Mug Set of 4,356,21.0903,0.272,0.2109,1.0787,1.0356,0.28,0.3609,24.3284,20.6074,97.71,1.1536,1.1,4.4,1.2,10701.84,Moderate Cost
Australia,Asia Pacific,Decor,Macrame Wall Hanging Small,232,17.3103,0.14,0.1731,0.8812,0.9921,0.25,0.2185,19.9652,16.9972,98.19,1.1533,0.7,4.4,1.3,4264.74,Moderate Cost
Australia,Asia Pacific,Decor,Recycled Glass Vase Set of 2,167,20.1663,0.3325,0.2017,1.035,1.0003,0.25,0.2706,23.2563,19.6322,97.35,1.1533,1.4,4.5,1.1,3790.43,Moderate Cost
UAE,Middle East,Decor,Recycled Glass Vase Set of 2,365,20.1738,0.304,0.2017,1.034,0.9869,0.28,0.2781,23.2585,19.6681,97.49,1.1531,1.3,4.5,1.2,7964.0,Moderate Cost
New Zealand,Asia Pacific,Decor,Macrame Plant Hanger Set of 3,48,15.3933,0.1225,0.1539,0.7835,1.0162,0.25,0.0238,17.7433,15.1169,98.2,1.153,0.7,4.4,1.4,57.12,Moderate Cost
UAE,Middle East,Garden,Terracotta Planter Large,400,23.0988,0.576,0.231,1.1953,1.0052,0.28,0.2381,26.6243,22.2918,96.5,1.1528,2.2,4.5,1.1,8171.92,Moderate Cost
New Zealand,Asia Pacific,Storage,Handwoven Jute Storage Basket Large,60,19.1933,0.315,0.1919,0.985,1.0309,0.25,0.1401,22.1063,18.6864,97.36,1.1519,1.4,4.5,1.1,971.15,Moderate Cost
Portugal,Europe,Textiles,Block Print Cotton Napkin Set of 6,26,13.6608,0.147,0.1366,0.0,1.0244,0.32,0.4439,15.7327,13.3772,97.92,1.1519,0.9,0.0,2.1,773.67,Moderate Cost
Kuwait,Middle East,Decor,Recycled Glass Vase Set of 2,58,20.1238,0.304,0.2012,1.0314,1.0442,0.28,0.1835,23.1681,19.6185,97.49,1.1515,1.3,4.5,1.2,732.7,Moderate Cost
Italy,Europe,Textiles,Block Print Cotton Table Runner,49,11.5984,0.1176,0.116,0.0,0.9529,0.32,0.2452,13.3501,11.3648,97.98,1.1511,0.9,0.0,2.4,697.07,Moderate Cost
Saudi Arabia,Middle East,Decor,Brass Tealight Holder Set of 4,132,21.065,0.208,0.2106,1.1816,1.0085,0.28,0.2928,24.2466,20.6463,98.01,1.1511,0.9,4.9,1.2,3455.41,Moderate Cost
Singapore,Asia Pacific,Bath,Bamboo Toothbrush Holder Set,143,11.4462,0.105,0.1145,0.0,1.0144,0.25,0.2463,13.1764,11.2267,98.08,1.1511,0.8,0.0,1.9,3740.04,Moderate Cost
Australia,Asia Pacific,Textiles,Hand Embroidered Cushion Cover Set 2,250,18.2651,0.1575,0.1827,0.9303,1.0389,0.25,0.1915,21.016,17.9249,98.14,1.1509,0.8,4.4,1.2,4168.24,Moderate Cost
Kuwait,Middle East,Storage,Handwoven Jute Storage Basket Large,71,19.2113,0.288,0.1921,0.9846,1.0249,0.28,0.1223,22.1032,18.7312,97.5,1.1507,1.3,4.5,1.3,450.58,Moderate Cost
New Zealand,Asia Pacific,Decor,Brass Tealight Holder Set of 4,50,21.1596,0.2275,0.2116,1.0799,1.0664,0.25,0.348,24.3431,20.7205,97.92,1.1505,0.9,4.5,1.0,1272.52,Moderate Cost
Kuwait,Middle East,Kitchen,Copper Water Bottle 750ml,53,21.203,0.1216,0.212,1.0768,1.128,0.28,0.3584,24.3799,20.8694,98.43,1.1498,0.5,4.4,1.2,949.77,Efficient Route
Saudi Arabia,Middle East,Kitchen,Ceramic Mug Set of 4,132,21.165,0.272,0.2116,1.1907,1.0197,0.28,0.185,24.3239,20.6814,97.71,1.1495,1.1,4.9,1.2,1843.68,Efficient Route
Netherlands,Europe,Storage,Handwoven Jute Storage Basket Small,79,14.4873,0.252,0.1449,0.0,0.9895,0.32,0.4466,16.6403,14.0905,97.26,1.1492,1.5,0.0,1.9,2702.25,Efficient Route
USA,North America,Kitchen,Ceramic Mug Set of 4,502,21.1459,0.408,0.2115,0.8706,1.0114,0.35,0.299,24.2963,20.5264,97.07,1.1491,1.7,3.6,1.4,12184.35,Efficient Route
Kuwait,Middle East,Decor,Brass Tealight Holder Set of 4,51,21.1502,0.208,0.2115,1.0785,1.0138,0.28,0.3629,24.3048,20.7307,98.01,1.149,0.9,4.4,1.2,1555.71,Efficient Route
Australia,Asia Pacific,Kitchen,Ceramic Mug Set of 4,157,21.2293,0.2975,0.2123,1.087,1.0336,0.25,0.278,24.3876,20.7195,97.6,1.1489,1.2,4.5,1.0,3031.65,Efficient Route
Singapore,Asia Pacific,Textiles,Block Print Cotton Table Runner,154,11.4865,0.098,0.1149,0.0,1.0093,0.25,0.231,13.1897,11.2736,98.15,1.1484,0.7,0.0,1.9,3230.1,Efficient Route
Australia,Asia Pacific,Storage,Woven Seagrass Floor Basket,180,22.1401,0.385,0.2214,1.1373,1.024,0.25,0.2668,25.4245,21.5337,97.26,1.1483,1.5,4.5,1.0,3687.15,Efficient Route
Sweden,Europe,Textiles,Block Print Cotton Napkin Set of 6,56,13.425,0.147,0.1343,0.0,1.0087,0.32,0.386,15.4209,13.1437,97.9,1.1483,1.0,0.0,2.1,1497.17,Efficient Route
Canada,North America,Furniture,Cane Rattan Side Table,198,65.3006,1.68,0.653,5.7489,1.0195,0.35,0.2169,74.9689,62.9676,96.42,1.1481,2.2,7.7,0.5,4042.26,Efficient Route
USA,North America,Decor,Brass Tealight Holder Set of 4,546,21.1111,0.312,0.2111,0.8654,1.0404,0.35,0.344,24.234,20.588,97.52,1.148,1.3,3.6,1.5,14722.66,Efficient Route
Australia,Asia Pacific,Garden,Terracotta Planter Large,158,23.1327,0.63,0.2313,1.1997,1.0115,0.25,0.0929,26.548,22.2713,96.27,1.1479,2.4,4.5,0.9,1555.49,Efficient Route
Portugal,Europe,Storage,Handwoven Jute Storage Basket Small,40,14.3588,0.252,0.1436,0.0,1.0744,0.32,0.3226,16.4713,13.9632,97.24,1.1479,1.5,0.0,2.0,968.84,Efficient Route
Spain,Europe,Textiles,Block Print Cotton Napkin Set of 6,64,13.5188,0.147,0.1352,0.0,1.0944,0.32,0.2983,15.5137,13.2366,97.91,1.1479,1.0,0.0,2.1,1316.72,Efficient Route
Spain,Europe,Decor,Handmade Soy Candle Large,56,12.5032,0.1596,0.125,0.0,1.0297,0.32,0.2184,14.3559,12.2186,97.72,1.1478,1.1,0.0,2.2,1110.79,Efficient Route
Kuwait,Middle East,Textiles,Hand Embroidered Cushion Cover Set 2,71,18.3577,0.144,0.1836,0.9343,0.9107,0.28,0.2455,21.0557,18.0302,98.21,1.1472,0.7,4.4,1.3,1766.52,Efficient Route
UAE,Middle East,Storage,Woven Seagrass Floor Basket,346,22.1777,0.352,0.2218,1.1376,0.9986,0.28,0.2654,25.4331,21.6039,97.41,1.1469,1.4,4.5,1.1,7623.42,Efficient Route
Australia,Asia Pacific,Decor,Jute Rope Mirror Frame Round,148,23.9797,0.2975,0.2398,1.2259,1.0621,0.25,0.4397,27.4947,23.4424,97.76,1.1467,1.1,4.5,0.9,4454.74,Efficient Route
New Zealand,Asia Pacific,Decor,Jute Rope Mirror Frame Round,59,23.822,0.2975,0.2382,1.2179,1.0916,0.25,0.3902,27.3075,23.2863,97.75,1.1467,1.1,4.5,0.9,1888.6,Efficient Route
Kuwait,Middle East,Storage,Woven Seagrass Floor Basket,56,22.2032,0.352,0.222,1.1389,1.0643,0.28,0.1672,25.4276,21.6292,97.41,1.1455,1.4,4.5,1.1,763.76,Efficient Route
Kuwait,Middle East,Kitchen,Ceramic Mug Set of 4,65,21.2723,0.272,0.2127,1.0878,0.9291,0.28,0.3,24.354,20.7876,97.72,1.145,1.1,4.5,1.2,1333.38,Efficient Route
USA,North America,Storage,Woven Seagrass Floor Basket,499,22.0975,0.528,0.221,0.9139,0.9763,0.35,0.2047,25.2913,21.3485,96.61,1.1447,2.1,3.6,1.4,8481.76,Efficient Route
France,Europe,Decor,Handmade Soy Candle Large,111,12.562,0.1596,0.1256,0.0,0.9769,0.32,0.2324,14.3764,12.2768,97.73,1.1445,1.1,0.0,2.2,2327.32,Efficient Route
Japan,Asia Pacific,Bath,Bamboo Toothbrush Holder Set,48,11.53,0.105,0.1153,0.0,1.0467,0.25,0.1439,13.1908,11.3097,98.09,1.1443,0.8,0.0,1.9,370.55,Efficient Route
UK,Europe,Decor,Handmade Soy Candle Large,257,12.4421,0.1596,0.1244,0.0,0.9723,0.32,0.2122,14.2306,12.158,97.72,1.1442,1.1,0.0,2.3,4625.07,Efficient Route
Sweden,Europe,Kitchen,Bamboo Serving Tray Large,56,15.3629,0.315,0.1536,0.0,1.1213,0.32,0.3043,17.5771,14.8942,96.95,1.144,1.8,0.0,1.8,1192.01,Efficient Route
USA,North America,Decor,Warli Art Wall Plate Set of 3,528,23.0227,0.432,0.2302,0.9474,1.0146,0.35,0.3154,26.3124,22.3605,97.12,1.1431,1.6,3.6,1.3,15073.09,Efficient Route
Saudi Arabia,Middle East,Decor,Madhubani Art Canvas Print Large,174,21.1326,0.112,0.2113,1.1801,0.986,0.28,0.2505,24.1524,20.8093,98.47,1.143,0.5,4.9,1.2,3839.93,Efficient Route
UAE,Middle East,Decor,Madhubani Art Canvas Print Large,570,21.1775,0.112,0.2118,1.0751,1.0608,0.28,0.2843,24.2015,20.8537,98.47,1.1428,0.5,4.5,1.2,12110.72,Efficient Route
Australia,Asia Pacific,Kitchen,Teak Wood Cheese Board,167,22.984,0.2975,0.2298,1.1756,1.0405,0.25,0.2805,26.2578,22.4566,97.7,1.1424,1.1,4.5,1.0,4782.79,Efficient Route
Saudi Arabia,Middle East,Kitchen,Copper Water Bottle 750ml,132,21.0433,0.1216,0.2104,1.1757,1.0202,0.28,0.1793,24.0306,20.7113,98.42,1.142,0.5,4.9,1.2,1915.12,Efficient Route
UAE,Middle East,Kitchen,Teak Wood Cheese Board,355,23.0305,0.272,0.2303,1.1766,1.0642,0.28,0.2462,26.2998,22.5282,97.82,1.142,1.0,4.5,1.1,8338.33,Efficient Route
UAE,Middle East,Kitchen,Copper Water Bottle 750ml,397,21.1638,0.1216,0.2116,1.0748,1.028,0.28,0.2807,24.1605,20.8305,98.42,1.1415,0.5,4.5,1.2,8568.21,Efficient Route
Singapore,Asia Pacific,Storage,Handwoven Jute Storage Basket Small,145,14.3648,0.21,0.1436,0.0,1.0796,0.25,0.3501,16.3982,14.0112,97.54,1.1415,1.3,0.0,1.5,4630.27,Efficient Route
Italy,Europe,Storage,Handwoven Jute Storage Basket Small,52,14.3538,0.252,0.1435,0.0,1.0975,0.32,0.2261,16.3929,13.9583,97.24,1.1414,1.5,0.0,2.0,1357.78,Efficient Route
Ireland,Europe,Textiles,Block Print Cotton Napkin Set of 6,17,13.3494,0.147,0.1335,0.0,1.0144,0.32,0.2652,15.2295,13.0689,97.9,1.1413,1.0,0.0,2.1,449.07,Efficient Route
New Zealand,Asia Pacific,Rugs,Jute Braided Area Rug 2x3ft,75,28.672,0.49,0.2867,1.4724,1.1109,0.25,0.4422,32.7244,27.8953,97.29,1.1412,1.5,4.5,0.8,2089.25,Efficient Route
New Zealand,Asia Pacific,Kitchen,Teak Wood Cheese Board,74,23.0984,0.2975,0.231,1.1813,1.0006,0.25,0.29,26.3489,22.5699,97.71,1.1411,1.1,4.5,1.0,1690.56,Efficient Route
Spain,Europe,Kitchen,Bamboo Serving Tray Large,44,15.4291,0.315,0.1543,0.0,1.0471,0.32,0.3344,17.5999,14.9598,96.96,1.141,1.8,0.0,1.8,1507.39,Efficient Route
Australia,Asia Pacific,Decor,Brass Tealight Holder Set of 4,139,21.1944,0.2275,0.2119,1.0817,0.9815,0.25,0.2269,24.1739,20.755,97.93,1.1406,0.9,4.5,1.0,2632.77,Efficient Route
USA,North America,Kitchen,Teak Wood Cheese Board,524,23.0693,0.408,0.2307,0.9483,1.0035,0.35,0.2992,26.309,22.4306,97.23,1.1405,1.6,3.6,1.3,12703.76,Efficient Route
Ireland,Europe,Decor,Handmade Paper Photo Frame Set 3,23,14.4196,0.189,0.1442,0.0,0.8975,0.32,0.4839,16.4542,14.0864,97.69,1.1405,1.2,0.0,2.0,1366.25,Efficient Route
Saudi Arabia,Middle East,Kitchen,Teak Wood Cheese Board,141,23.0128,0.272,0.2301,1.2933,0.9769,0.28,0.1779,26.243,22.5106,97.82,1.1404,1.0,4.9,1.1,1919.85,Efficient Route
UK,Europe,Decor,Handmade Soy Candle Set of 3,275,15.3303,0.231,0.1533,0.0,1.0649,0.32,0.3723,17.4718,14.946,97.49,1.1404,1.3,0.0,1.8,7090.7,Efficient Route
Germany,Europe,Storage,Handwoven Jute Storage Basket Small,175,14.4763,0.252,0.1448,0.0,1.0532,0.32,0.2611,16.5073,14.0795,97.26,1.1402,1.5,0.0,1.9,3629.68,Efficient Route
Netherlands,Europe,Decor,Handmade Soy Candle Large,67,12.4936,0.1596,0.1249,0.0,1.0422,0.32,0.096,14.2363,12.2091,97.72,1.1401,1.1,0.0,2.3,587.38,Efficient Route
Kuwait,Middle East,Kitchen,Teak Wood Cheese Board,56,23.13,0.272,0.2313,1.1817,1.0296,0.28,0.253,26.3775,22.6267,97.82,1.1401,1.0,4.5,1.1,961.51,Efficient Route
UAE,Middle East,Decor,Warli Art Wall Plate Set of 3,345,23.1033,0.288,0.231,1.1811,1.0094,0.28,0.2464,26.3393,22.5843,97.75,1.1401,1.1,4.5,1.1,6628.61,Efficient Route
Ireland,Europe,Textiles,Block Print Cotton Table Runner,28,11.6657,0.1176,0.1167,0.0,0.9388,0.32,0.1326,13.2914,11.4315,97.99,1.14,0.9,0.0,2.4,342.82,Efficient Route
Saudi Arabia,Middle East,Decor,Jute Rope Mirror Frame Round,115,24.137,0.272,0.2414,1.3558,0.9621,0.28,0.2561,27.5043,23.6236,97.87,1.1399,1.0,4.9,1.0,2705.13,Efficient Route
Netherlands,Europe,Kitchen,Bamboo Cutting Board Set of 3,81,16.4081,0.378,0.1641,0.0,0.9571,0.32,0.4698,18.6972,15.8661,96.69,1.1399,2.0,0.0,1.7,3416.76,Efficient Route
Italy,Europe,Decor,Handmade Paper Photo Frame Set 3,61,14.4443,0.189,0.1444,0.0,0.9858,0.32,0.3733,16.4567,14.1108,97.69,1.1399,1.2,0.0,2.0,1547.66,Efficient Route
Japan,Asia Pacific,Textiles,Block Print Cotton Table Runner,48,11.685,0.098,0.1169,0.0,0.905,0.25,0.2619,13.3168,11.4701,98.16,1.1399,0.7,0.0,1.9,1095.21,Efficient Route
UAE,Middle East,Decor,Brass Tealight Holder Set of 4,320,21.1661,0.208,0.2117,1.0793,0.9647,0.28,0.1989,24.1086,20.7464,98.02,1.1391,0.9,4.5,1.2,5069.23,Efficient Route
Kuwait,Middle East,Decor,Madhubani Art Canvas Print Large,80,21.0485,0.112,0.2105,1.0685,1.0232,0.28,0.2342,23.9769,20.726,98.47,1.1391,0.5,4.5,1.2,1813.78,Efficient Route
Portugal,Europe,Kitchen,Bamboo Serving Tray Large,25,15.392,0.315,0.1539,0.0,1.0667,0.32,0.2934,17.541,14.9231,96.95,1.1391,1.8,0.0,1.8,679.43,Efficient Route
Australia,Asia Pacific,Decor,Madhubani Art Canvas Print Large,244,21.1281,0.1225,0.2113,1.0731,1.0167,0.25,0.2583,24.06,20.7944,98.42,1.1388,0.5,4.5,1.0,5874.1,Efficient Route
USA,North America,Kitchen,Copper Water Bottle 750ml,505,21.1352,0.1824,0.2114,0.8612,1.025,0.35,0.296,24.0611,20.7415,98.14,1.1387,0.8,3.6,1.5,12463.37,Efficient Route
Germany,Europe,Decor,Hand Painted Wooden Bowl,182,15.3864,0.231,0.1539,0.0,1.0659,0.32,0.345,17.5021,15.0015,97.5,1.1381,1.3,0.0,1.8,5113.68,Efficient Route
Japan,Asia Pacific,Kitchen,Bamboo Cutting Board Set of 3,50,16.4186,0.315,0.1642,0.0,1.1513,0.25,0.367,18.6661,15.9394,97.08,1.1378,1.7,0.0,1.3,1023.71,Efficient Route
Saudi Arabia,Middle East,Decor,Macrame Wall Hanging Large,210,25.0145,0.208,0.2501,1.401,1.0156,0.28,0.2869,28.4561,24.5563,98.17,1.1378,0.7,4.9,1.0,4774.56,Efficient Route
Ireland,Europe,Decor,Handmade Soy Candle Large,41,12.4673,0.1596,0.1247,0.0,1.0067,0.32,0.1075,14.1858,12.183,97.72,1.1374,1.1,0.0,2.3,646.58,Efficient Route
Netherlands,Europe,Kitchen,Bamboo Serving Tray Large,74,15.4292,0.315,0.1543,0.0,1.0314,0.32,0.2941,17.5439,14.9599,96.96,1.1373,1.8,0.0,1.8,1829.06,Efficient Route
Kuwait,Middle East,Decor,Jute Rope Mirror Frame Round,51,24.1225,0.272,0.2412,1.2318,1.0314,0.28,0.2382,27.4172,23.6093,97.87,1.1373,1.0,4.5,1.0,1015.04,Efficient Route
Italy,Europe,Decor,Macrame Plant Hanger Set of 3,55,15.3862,0.147,0.1539,0.0,0.9838,0.32,0.499,17.4899,15.0853,98.04,1.137,0.8,0.0,1.8,2357.9,Efficient Route
Singapore,Asia Pacific,Textiles,Block Print Cotton Napkin Set of 6,171,13.4899,0.1225,0.1349,0.0,0.9808,0.25,0.3507,15.3288,13.2326,98.09,1.1369,0.8,0.0,1.6,4755.04,Efficient Route
UAE,Middle East,Decor,Jute Rope Mirror Frame Round,348,24.0216,0.272,0.2402,1.2267,0.9876,0.28,0.2776,27.3056,23.5093,97.87,1.1368,1.0,4.5,1.0,9063.25,Efficient Route
Germany,Europe,Kitchen,Bamboo Serving Tray Large,160,15.43,0.315,0.1543,0.0,1.0812,0.32,0.2363,17.5367,14.9607,96.96,1.1367,1.8,0.0,1.8,3378.17,Efficient Route
Australia,Asia Pacific,Lighting,Rattan Pendant Lamp Shade,134,25.9079,0.28,0.2591,1.3224,0.993,0.25,0.4292,29.4415,25.3688,97.92,1.1367,1.0,4.5,0.9,4066.89,Efficient Route
Saudi Arabia,Middle East,Rugs,Jute Braided Area Rug 2x3ft,202,28.9782,0.448,0.2898,1.6344,1.0432,0.28,0.2554,32.9289,28.2404,97.45,1.1367,1.4,5.0,0.9,3602.75,Efficient Route
Singapore,Asia Pacific,Decor,Handmade Soy Candle Large,156,12.4892,0.133,0.1249,0.0,0.9932,0.25,0.2023,14.1926,12.2313,97.93,1.1364,0.9,0.0,1.8,2697.77,Efficient Route
Ireland,Europe,Bath,Bamboo Toothbrush Holder Set,24,11.585,0.126,0.1159,0.0,1.0149,0.32,0.0,13.1618,11.3431,97.91,1.1359,1.0,0.0,2.4,0.0,Efficient Route
New Zealand,Asia Pacific,Decor,Madhubani Art Canvas Print Large,63,21.12,0.1225,0.2112,1.0727,1.0052,0.25,0.2058,23.9874,20.7863,98.42,1.1359,0.5,4.5,1.0,1346.13,Efficient Route
Australia,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,136,23.1335,0.315,0.2313,1.184,1.0151,0.25,0.1371,26.266,22.5872,97.64,1.1358,1.2,4.5,1.0,1997.5,Efficient Route
New Zealand,Asia Pacific,Storage,Woven Seagrass Floor Basket,57,22.2051,0.385,0.2221,1.1406,0.9547,0.25,0.0589,25.2164,21.598,97.26,1.1356,1.5,4.5,1.0,551.12,Efficient Route
Saudi Arabia,Middle East,Kitchen,Copper Water Bottle 1L,167,24.1766,0.144,0.2418,1.3509,1.0397,0.28,0.2226,27.4557,23.7909,98.4,1.1356,0.5,4.9,1.0,2949.56,Efficient Route
New Zealand,Asia Pacific,Decor,Warli Art Wall Plate Set of 3,55,22.9527,0.315,0.2295,1.1749,0.9817,0.25,0.153,26.0569,22.4082,97.63,1.1353,1.2,4.5,1.0,883.86,Efficient Route
Germany,Europe,Textiles,Block Print Cotton Napkin Set of 6,160,13.4794,0.147,0.1348,0.0,1.0345,0.32,0.1806,15.2962,13.1976,97.91,1.135,1.0,0.0,2.1,2567.38,Efficient Route
Australia,Asia Pacific,Kitchen,Copper Water Bottle 1L,258,24.0465,0.1575,0.2405,1.2222,1.0233,0.25,0.3506,27.2906,23.6485,98.34,1.1349,0.6,4.5,0.9,6909.18,Efficient Route
France,Europe,Textiles,Block Print Cotton Napkin Set of 6,91,13.4123,0.147,0.1341,0.0,1.095,0.32,0.1053,15.2137,13.1312,97.9,1.1348,1.0,0.0,2.1,990.35,Efficient Route
UK,Europe,Textiles,Block Print Cotton Napkin Set of 6,269,13.4738,0.147,0.1347,0.0,1.0524,0.32,0.1635,15.2915,13.1921,97.91,1.1348,1.0,0.0,2.1,3533.45,Efficient Route
UK,Europe,Kitchen,Bamboo Serving Tray Large,269,15.3743,0.315,0.1537,0.0,1.0298,0.32,0.2445,17.4373,14.9055,96.95,1.1343,1.8,0.0,1.8,5290.08,Efficient Route
Spain,Europe,Textiles,Block Print Cotton Table Runner,46,11.4913,0.1176,0.1149,0.0,0.8346,0.32,0.1583,13.0367,11.2588,97.97,1.1343,0.9,0.0,2.5,726.37,Efficient Route
USA,North America,Decor,Madhubani Art Canvas Print Large,778,21.122,0.168,0.2112,0.8601,0.9983,0.35,0.2448,23.9544,20.7428,98.2,1.1343,0.7,3.6,1.5,16558.61,Efficient Route
Germany,Europe,Decor,Handmade Paper Photo Frame Set 3,172,14.4602,0.189,0.1446,0.0,1.0266,0.32,0.2579,16.3983,14.1266,97.69,1.1342,1.2,0.0,2.0,4103.9,Efficient Route
New Zealand,Asia Pacific,Kitchen,Copper Water Bottle 750ml,57,21.1161,0.133,0.2112,1.073,1.0177,0.25,0.1416,23.9426,20.772,98.37,1.1342,0.6,4.5,1.0,820.77,Efficient Route
Kuwait,Middle East,Lighting,Bamboo Table Lamp,45,30.4853,0.352,0.3049,1.5571,1.0853,0.28,0.5303,34.5948,29.8285,97.84,1.1342,1.0,4.5,0.8,1347.22,Efficient Route
UAE,Middle East,Lighting,Rattan Pendant Lamp Shade,369,25.9383,0.256,0.2594,1.3227,1.0202,0.28,0.3339,29.4105,25.4229,98.01,1.1341,0.9,4.5,1.0,9784.99,Efficient Route
Portugal,Europe,Decor,Handmade Soy Candle Large,20,12.5515,0.1596,0.1255,0.0,0.89,0.32,0.1873,14.2339,12.2664,97.73,1.1339,1.1,0.0,2.3,206.08,Efficient Route
Italy,Europe,Kitchen,Bamboo Serving Tray Large,63,15.3194,0.315,0.1532,0.0,1.0136,0.32,0.2491,17.3702,14.8512,96.94,1.1337,1.8,0.0,1.9,968.95,Efficient Route
Portugal,Europe,Decor,Macrame Plant Hanger Set of 3,27,15.3067,0.147,0.1531,0.0,0.9289,0.32,0.4963,17.3519,15.0066,98.04,1.1334,0.9,0.0,1.9,1037.38,Efficient Route
Ireland,Europe,Kitchen,Bamboo Cutting Board Set of 3,30,16.4277,0.378,0.1643,0.0,1.0138,0.32,0.3063,18.61,15.8854,96.7,1.1332,2.0,0.0,1.7,527.8,Efficient Route
USA,North America,Rugs,Jute Braided Area Rug 2x3ft,827,28.8,0.672,0.288,1.1904,1.0438,0.35,0.2711,32.6153,27.84,96.66,1.1327,2.1,3.7,1.1,17459.44,Efficient Route
Kuwait,Middle East,Lighting,Rattan Pendant Lamp Shade,50,26.1252,0.256,0.2613,1.3321,0.9844,0.28,0.3419,29.5808,25.608,98.02,1.1326,0.9,4.5,0.9,1350.87,Efficient Route
UK,Europe,Storage,Handwoven Jute Storage Basket Small,277,14.4054,0.252,0.1441,0.0,0.9852,0.32,0.2006,16.3073,14.0094,97.25,1.1323,1.6,0.0,2.0,6400.44,Efficient Route
France,Europe,Decor,Handmade Soy Candle Set of 3,94,15.4247,0.231,0.1542,0.0,0.9797,0.32,0.3503,17.4599,15.0394,97.5,1.1322,1.3,0.0,1.8,2868.57,Efficient Route
Sweden,Europe,Kitchen,Bamboo Cutting Board Set of 3,63,16.3686,0.378,0.1637,0.0,1.0245,0.32,0.2743,18.5291,15.8269,96.69,1.1318,2.1,0.0,1.7,1661.76,Efficient Route
UAE,Middle East,Rugs,Jute Braided Area Rug 2x3ft,540,28.8756,0.448,0.2888,1.4806,1.0,0.28,0.3031,32.6761,28.1388,97.45,1.1318,1.4,4.5,0.9,14575.67,Efficient Route
USA,North America,Decor,Jute Rope Mirror Frame Round,511,24.0695,0.408,0.2407,0.9887,0.9704,0.35,0.2111,27.2385,23.4208,97.3,1.1318,1.5,3.6,1.3,10208.85,Efficient Route
France,Europe,Kitchen,Bamboo Serving Tray Large,107,15.3136,0.315,0.1531,0.0,0.9917,0.32,0.2384,17.3319,14.8455,96.94,1.1318,1.8,0.0,1.9,2070.5,Efficient Route
New Zealand,Asia Pacific,Kitchen,Copper Water Bottle 1L,86,24.064,0.1575,0.2406,1.2231,0.9732,0.25,0.3207,27.2291,23.6658,98.34,1.1317,0.6,4.5,0.9,2449.7,Efficient Route
Saudi Arabia,Middle East,Kitchen,Teak Wood Salad Bowl Large,204,31.6493,0.384,0.3165,1.7792,0.9868,0.28,0.4196,35.8154,30.9488,97.78,1.1316,1.1,5.0,0.8,5600.89,Efficient Route
France,Europe,Decor,Macrame Plant Hanger Set of 3,114,15.367,0.147,0.1537,0.0,1.0192,0.32,0.3811,17.388,15.0663,98.04,1.1316,0.9,0.0,1.9,3735.3,Efficient Route
Germany,Europe,Storage,Jute Cotton Laundry Basket,162,17.3633,0.315,0.1736,0.0,1.0788,0.32,0.393,19.6438,16.8747,97.18,1.1315,1.6,0.0,1.6,5009.94,Efficient Route
Netherlands,Europe,Decor,Handmade Paper Photo Frame Set 3,82,14.4293,0.189,0.1443,0.0,0.9329,0.32,0.2992,16.3147,14.096,97.69,1.1313,1.2,0.0,2.0,2004.83,Efficient Route
New Zealand,Asia Pacific,Decor,Macrame Wall Hanging Large,77,24.8519,0.2275,0.2485,1.2664,1.0441,0.25,0.2224,28.1109,24.3759,98.08,1.1313,0.8,4.5,0.9,1454.7,Efficient Route
France,Europe,Decor,Hand Painted Wooden Bowl,90,15.2018,0.231,0.152,0.0,1.0263,0.32,0.2593,17.1904,14.8188,97.48,1.1311,1.4,0.0,1.9,2122.81,Efficient Route
Germany,Europe,Kitchen,Bamboo Cutting Board Set of 3,154,16.3531,0.378,0.1635,0.0,1.0738,0.32,0.2049,18.4933,15.8116,96.68,1.1311,2.1,0.0,1.7,2584.59,Efficient Route
USA,North America,Decor,Macrame Wall Hanging Large,758,25.0077,0.312,0.2501,1.0228,1.0437,0.35,0.2882,28.2745,24.4456,97.75,1.1308,1.1,3.6,1.2,18077.99,Efficient Route
Netherlands,Europe,Decor,Hand Painted Wooden Bowl,72,15.38,0.231,0.1538,0.0,1.0747,0.32,0.2358,17.3953,14.9952,97.5,1.1308,1.3,0.0,1.9,1266.66,Efficient Route
Kuwait,Middle East,Rugs,Jute Braided Area Rug 2x3ft,61,28.7607,0.448,0.2876,1.4748,1.0161,0.28,0.2544,32.5216,28.025,97.44,1.1308,1.4,4.5,0.9,1063.25,Efficient Route
UAE,Middle East,Kitchen,Copper Water Bottle 1L,566,24.0146,0.144,0.2401,1.2199,0.9917,0.28,0.2599,27.1502,23.6304,98.4,1.1307,0.5,4.5,1.0,11739.71,Efficient Route
